1,20000,21898726,353542
1,20000,20258908,337785
1,20000,22281466,343571
1,20000,22103775,336027
1,20000,21374307,336972
1,20000,20804512,340314
1,20000,22462110,357022
1,20000,20447036,340499
1,20000,22418009,297009
1,20000,20840498,363305
1,40000,38935027,1047629
1,40000,42570816,1155665
1,40000,35281258,1151508
1,40000,38780296,1128289
1,40000,41337082,1315820
1,40000,41331888,1134700
1,40000,45235412,970899
1,40000,39577906,1009239
1,40000,38065607,1153564
1,40000,36218064,1359276
1,60000,54515184,985982
1,60000,58291585,1018739
1,60000,55477819,986276
1,60000,52058778,926715
1,60000,57075508,997507
1,60000,52737482,966774
1,60000,53263989,960677
1,60000,55937363,984487
1,60000,59088440,962232
1,60000,50568028,989686
1,80000,81154630,1294348
1,80000,70068900,1296581
1,80000,72024606,1282053
1,80000,65022554,991273
1,80000,63261607,1321186
1,80000,73510230,951193
1,80000,73135370,1282280
1,80000,75076026,1303512
1,80000,74729027,1318886
1,80000,68549916,1310510
1,100000,85147247,1611458
1,100000,91779580,1586241
1,100000,87505565,1595520
1,100000,89405580,1615606
1,100000,86649167,1355387
1,100000,88209107,1610477
1,100000,84214246,1629970
1,100000,83609048,1333963
1,100000,78848092,1618609
1,100000,85118113,1616701
1,200000,173874631,1996981
1,200000,158243871,1996500
1,200000,163732899,2818610
1,200000,157435196,2038999
1,200000,166103389,1968789
1,200000,156405477,2000009
1,200000,155905624,2724320
1,200000,169182852,1976607
1,200000,162914210,1993587
1,200000,156010487,2060667
1,400000,302273325,4109911
1,400000,304029367,4119030
1,400000,335840904,4188333
1,400000,337579750,4130111
1,400000,344477320,4664709
1,400000,337001170,4095126
1,400000,333907531,5073528
1,400000,340106727,4116123
1,400000,339011213,5215080
1,400000,344147430,5303362
1,600000,505174586,6061733
1,600000,500362009,5928423
1,600000,503101533,5932036
1,600000,505773498,6048415
1,600000,505367160,5962113
1,600000,501688529,5967482
1,600000,498943805,5997031
1,600000,509304243,5950486
1,600000,500475973,6037753
1,600000,510252011,5972041
1,800000,667671341,7963178
1,800000,664118652,8429781
1,800000,665576962,7898820
1,800000,667590589,7988891
1,800000,664062751,8460121
1,800000,669943483,8478969
1,800000,664035471,8472870
1,800000,666283735,7941363
1,800000,669732776,7936207
1,800000,664972039,7895431
1,1000000,755400061,10082723
1,1000000,753414799,10088141
1,1000000,837287285,10102474
1,1000000,843124567,10088998
1,1000000,838332659,10146241
1,1000000,759834613,10143130
1,1000000,757622625,10134013
1,1000000,754432584,10152403
1,1000000,755266602,10178495
1,1000000,754402426,10150230
1,2000000,1677321770,20350961
1,2000000,1685329529,20383603
1,2000000,1682829084,20312219
1,2000000,1671474433,20396494
1,2000000,1678686627,20353138
1,2000000,1679312945,20388882
1,2000000,1675381433,20393440
1,2000000,1673914739,20426281
1,2000000,1500918493,20346604
1,2000000,1500222834,20346699
1,4000000,3384130184,39990024
1,4000000,3030518301,39951717
1,4000000,3379571038,40455538
1,4000000,3380929476,40111332
1,4000000,3006755702,39930640
1,4000000,3009463207,40056986
1,4000000,3377852057,40048960
1,4000000,3370717507,39960366
1,4000000,3007763422,39921145
1,4000000,3020967495,39910660
1,6000000,5077173131,59638018
1,6000000,5075265660,59849420
1,6000000,5074865092,59715726
1,6000000,5059159907,59654050
1,6000000,5065775692,59666571
1,6000000,5070760580,59769967
1,6000000,5067874367,59571270
1,6000000,5058574167,59554456
1,6000000,5075200551,59696304
1,6000000,5055693108,59680271
1,8000000,6818939236,79561672
1,8000000,6062489707,79064722
1,8000000,6034718393,79591726
1,8000000,6039876034,79071203
1,8000000,6093119961,78925465
1,8000000,6044337786,79148180
1,8000000,6054750767,79178290
1,8000000,6282413047,79167368
1,8000000,6052126105,79076648
1,8000000,6033628433,79764775
1,10000000,7539539014,98812764
1,10000000,7553214559,98771270
1,10000000,8514922967,98642818
1,10000000,7536394749,98731856
1,10000000,8564291155,99392676
1,10000000,7543265521,98678623
1,10000000,8507923336,98893100
1,10000000,7542580561,98834130
1,10000000,8514070048,98738991
1,10000000,7545910068,99272268
1,20000000,17256908590,198066161
1,20000000,17257085340,197914282
1,20000000,17194586847,197468310
1,20000000,17189646084,197153577
1,20000000,17209205580,198020119
1,20000000,17233253850,196976897
1,20000000,17191004374,197183083
1,20000000,17189576466,197204692
1,20000000,17208863255,198501248
1,20000000,17211162585,197612405
1,40000000,34877639087,393033358
1,40000000,34882605084,394485702
1,40000000,34759909827,395500985
1,40000000,34738286328,392870317
1,40000000,34750470680,393628399
1,40000000,34729772977,393087375
1,40000000,34748902710,392978793
1,40000000,34768950661,393112627
1,40000000,34754652695,392960073
1,40000000,30474195132,392851716
1,60000000,46185522487,589381892
1,60000000,46157707749,589127761
1,60000000,46159959294,589268937
1,60000000,52693913671,589419524
1,60000000,52619708719,589448083
1,60000000,46124874393,588833356
1,60000000,46427546606,591949581
1,60000000,52659455559,592148174
1,60000000,52790960847,589822780
1,60000000,46123372096,592630548
1,80000000,61346176384,784583502
1,80000000,70289419406,784829690
1,80000000,61530650512,786516728
1,80000000,61448410975,784248863
1,80000000,70288026116,787942198
1,80000000,61364799749,784782424
1,80000000,61280583531,788933479
1,80000000,61313504858,788129849
1,80000000,61285019821,784173817
1,80000000,61313637734,784223425
1,100000000,76630502198,980333043
1,100000000,113341752059,980299332
1,100000000,79972776370,980466993
2,4000000,1782079205,86096981
2,4000000,1853498094,85665757
2,4000000,1786035257,84987911
2,4000000,1794638475,86294196
2,4000000,1780723479,86187989
2,4000000,1786832365,85235596
2,4000000,1789302222,86173695
2,6000000,2737580915,127023412
2,6000000,2732198365,127019117
2,6000000,2715534795,127114713
2,6000000,2683647921,127138132
2,6000000,2674819074,127891383
2,6000000,2692359041,127232205
2,6000000,2671476475,127209311
2,6000000,2671779695,127387210
2,6000000,3074058516,127085837
2,6000000,2718151841,127126715
2,8000000,3641196638,170232312
2,8000000,3718144705,170666617
2,8000000,3705455964,170013252
2,8000000,3871861188,170212526
2,8000000,3582852936,169825322
2,8000000,3569956590,169402407
2,8000000,3866425088,170474502
2,8000000,3703249605,169995094
