ExecuteDtTm,t,n,SortTime,CombineTime
09/03/2013 07:07:05,2,10000,34,79
09/03/2013 07:07:06,2,10000,33,81
09/03/2013 07:07:08,2,10000,34,83
09/03/2013 07:07:10,2,10000,36,83
09/03/2013 07:07:12,2,10000,36,79
09/03/2013 07:07:14,2,10000,36,84
09/03/2013 07:07:16,2,10000,30,83
09/03/2013 07:07:18,2,10000,36,79
09/03/2013 07:07:20,2,10000,35,81
09/03/2013 07:07:22,2,10000,35,79
09/03/2013 07:07:24,2,20000,38,84
09/03/2013 07:07:26,2,20000,43,91
09/03/2013 07:07:28,2,20000,38,83
09/03/2013 07:07:30,2,20000,36,84
09/03/2013 07:07:32,2,20000,43,82
09/03/2013 07:07:34,2,20000,38,88
09/03/2013 07:07:36,2,20000,49,86
09/03/2013 07:07:38,2,20000,65,76
09/03/2013 07:07:40,2,20000,42,78
09/03/2013 07:07:42,2,20000,44,92
09/03/2013 07:07:44,2,30000,45,75
09/03/2013 07:07:46,2,30000,51,74
09/03/2013 07:07:48,2,30000,42,76
09/03/2013 07:07:50,2,30000,53,76
09/03/2013 07:07:52,2,30000,51,79
09/03/2013 07:07:54,2,30000,46,78
09/03/2013 07:07:57,2,30000,41,81
09/03/2013 07:07:59,2,30000,54,80
09/03/2013 07:08:01,2,30000,55,78
09/03/2013 07:08:03,2,30000,55,76
09/03/2013 07:08:05,2,40000,58,78
09/03/2013 07:08:07,2,40000,64,83
09/03/2013 07:08:09,2,40000,58,78
09/03/2013 07:08:11,2,40000,56,79
09/03/2013 07:08:13,2,40000,64,78
09/03/2013 07:08:15,2,40000,49,73
09/03/2013 07:08:17,2,40000,60,80
09/03/2013 07:08:19,2,40000,64,79
09/03/2013 07:08:21,2,40000,59,76
09/03/2013 07:08:23,2,40000,62,77
09/03/2013 07:08:25,2,50000,59,80
09/03/2013 07:08:28,2,50000,1060,80
09/03/2013 07:08:31,2,50000,1065,85
09/03/2013 07:08:33,2,50000,65,77
09/03/2013 07:08:35,2,50000,69,78
09/03/2013 07:08:37,2,50000,67,80
09/03/2013 07:08:39,2,50000,63,84
09/03/2013 07:08:41,2,50000,73,78
09/03/2013 07:08:43,2,50000,65,76
09/03/2013 07:08:45,2,50000,58,77
09/03/2013 07:08:47,2,60000,62,84
09/03/2013 07:08:49,2,60000,69,83
09/03/2013 07:08:51,2,60000,67,80
09/03/2013 07:08:53,2,60000,63,80
09/03/2013 07:08:55,2,60000,66,80
09/03/2013 07:08:57,2,60000,66,80
09/03/2013 07:08:59,2,60000,71,82
09/03/2013 07:09:01,2,60000,63,84
09/03/2013 07:09:03,2,60000,61,82
09/03/2013 07:09:05,2,60000,66,85
09/03/2013 07:09:07,2,70000,70,83
09/03/2013 07:09:09,2,70000,80,80
09/03/2013 07:09:11,2,70000,72,84
09/03/2013 07:09:13,2,70000,68,84
09/03/2013 07:09:15,2,70000,72,76
09/03/2013 07:09:17,2,70000,73,80
09/03/2013 07:09:19,2,70000,64,84
09/03/2013 07:09:21,2,70000,71,85
09/03/2013 07:09:23,2,70000,73,82
09/03/2013 07:09:25,2,70000,57,80
09/03/2013 07:09:27,2,80000,70,82
09/03/2013 07:09:29,2,80000,71,81
09/03/2013 07:09:31,2,80000,78,78
09/03/2013 07:09:33,2,80000,69,83
09/03/2013 07:09:35,2,80000,66,84
09/03/2013 07:09:37,2,80000,70,84
09/03/2013 07:09:39,2,80000,71,81
09/03/2013 07:09:41,2,80000,74,80
09/03/2013 07:09:43,2,80000,70,85
09/03/2013 07:09:45,2,80000,71,81
09/03/2013 07:09:47,2,90000,73,87
09/03/2013 07:09:49,2,90000,73,88
09/03/2013 07:09:51,2,90000,82,84
09/03/2013 07:09:53,2,90000,77,82
09/03/2013 07:09:55,2,90000,79,84
09/03/2013 07:09:57,2,90000,65,85
09/03/2013 07:09:59,2,90000,63,85
09/03/2013 07:10:01,2,90000,75,85
09/03/2013 07:10:03,2,90000,72,86
09/03/2013 07:10:05,2,90000,77,86
09/03/2013 07:10:07,2,100000,68,92
09/03/2013 07:10:09,2,100000,81,82
09/03/2013 07:10:11,2,100000,85,91
09/03/2013 07:10:13,2,100000,77,91
09/03/2013 07:10:15,2,100000,77,85
09/03/2013 07:10:17,2,100000,68,89
09/03/2013 07:10:19,2,100000,81,92
09/03/2013 07:10:21,2,100000,82,90
09/03/2013 07:10:23,2,100000,71,82
09/03/2013 07:10:25,2,100000,77,89
09/03/2013 07:10:27,2,100000,79,90
09/03/2013 07:10:30,2,100000,1074,92
09/03/2013 07:10:32,2,100000,70,89
09/03/2013 07:10:34,2,100000,89,89
09/03/2013 07:10:36,2,100000,81,83
09/03/2013 07:10:38,2,100000,72,89
09/03/2013 07:10:41,2,100000,81,84
09/03/2013 07:10:43,2,100000,83,89
09/03/2013 07:10:45,2,100000,78,86
09/03/2013 07:10:47,2,100000,80,86
09/03/2013 07:10:50,2,200000,98,91
09/03/2013 07:10:53,2,200000,99,90
09/03/2013 07:10:55,2,200000,98,93
09/03/2013 07:10:58,2,200000,1091,95
09/03/2013 07:11:00,2,200000,102,95
09/03/2013 07:11:02,2,200000,97,95
09/03/2013 07:11:04,2,200000,92,97
09/03/2013 07:11:06,2,200000,95,95
09/03/2013 07:11:08,2,200000,94,95
09/03/2013 07:11:10,2,200000,97,94
09/03/2013 07:11:12,2,300000,121,101
09/03/2013 07:11:14,2,300000,116,101
09/03/2013 07:11:16,2,300000,131,101
09/03/2013 07:11:19,2,300000,121,101
09/03/2013 07:11:21,2,300000,119,97
09/03/2013 07:11:23,2,300000,115,99
09/03/2013 07:11:25,2,300000,116,100
09/03/2013 07:11:27,2,300000,124,107
09/03/2013 07:11:29,2,300000,119,98
09/03/2013 07:11:31,2,300000,117,101
09/03/2013 07:11:33,2,400000,130,113
09/03/2013 07:11:36,2,400000,142,151
09/03/2013 07:11:38,2,400000,386,147
09/03/2013 07:11:40,2,400000,168,113
09/03/2013 07:11:42,2,400000,141,150
09/03/2013 07:11:45,2,400000,134,117
09/03/2013 07:11:47,2,400000,167,117
09/03/2013 07:11:49,2,400000,136,115
09/03/2013 07:11:51,2,400000,138,151
09/03/2013 07:11:53,2,400000,138,144
09/03/2013 07:11:56,2,500000,384,118
09/03/2013 07:11:58,2,500000,157,118
09/03/2013 07:12:00,2,500000,186,116
09/03/2013 07:12:02,2,500000,183,126
09/03/2013 07:12:04,2,500000,190,114
09/03/2013 07:12:07,2,500000,183,115
09/03/2013 07:12:09,2,500000,182,113
09/03/2013 07:12:11,2,500000,191,114
09/03/2013 07:12:13,2,500000,184,114
09/03/2013 07:12:15,2,500000,153,159
09/03/2013 07:12:18,2,600000,175,146
09/03/2013 07:12:20,2,600000,212,125
09/03/2013 07:12:23,2,600000,230,131
09/03/2013 07:12:25,2,600000,165,141
09/03/2013 07:12:28,2,600000,413,126
09/03/2013 07:12:30,2,600000,227,128
09/03/2013 07:12:32,2,600000,219,137
09/03/2013 07:12:35,2,600000,223,127
09/03/2013 07:12:37,2,600000,227,130
09/03/2013 07:12:40,2,600000,165,146
09/03/2013 07:12:42,2,700000,434,156
09/03/2013 07:12:45,2,700000,223,132
09/03/2013 07:12:47,2,700000,220,155
09/03/2013 07:12:49,2,700000,227,133
09/03/2013 07:12:52,2,700000,222,154
09/03/2013 07:12:54,2,700000,226,154
09/03/2013 07:12:56,2,700000,223,158
09/03/2013 07:12:59,2,700000,217,153
09/03/2013 07:13:02,2,700000,1205,160
09/03/2013 07:13:05,2,700000,226,153
09/03/2013 07:13:07,2,800000,242,139
09/03/2013 07:13:09,2,800000,242,140
09/03/2013 07:13:11,2,800000,240,136
09/03/2013 07:13:14,2,800000,246,142
09/03/2013 07:13:16,2,800000,483,143
09/03/2013 07:13:19,2,800000,253,143
09/03/2013 07:13:21,2,800000,249,142
09/03/2013 07:13:24,2,800000,240,150
09/03/2013 07:13:26,2,800000,238,140
09/03/2013 07:13:28,2,800000,241,142
09/03/2013 07:13:31,2,900000,462,158
09/03/2013 07:13:33,2,900000,244,160
09/03/2013 07:13:35,2,900000,267,161
09/03/2013 07:13:38,2,900000,255,155
09/03/2013 07:13:40,2,900000,255,161
09/03/2013 07:13:42,2,900000,254,159
09/03/2013 07:13:45,2,900000,263,163
09/03/2013 07:13:47,2,900000,263,161
09/03/2013 07:13:50,2,900000,256,163
09/03/2013 07:13:52,2,900000,267,156
09/03/2013 07:13:55,2,1000000,310,164
09/03/2013 07:13:57,2,1000000,321,173
09/03/2013 07:13:59,2,1000000,302,166
09/03/2013 07:14:02,2,1000000,305,165
09/03/2013 07:14:04,2,1000000,299,162
09/03/2013 07:14:07,2,1000000,534,166
09/03/2013 07:14:09,2,1000000,309,164
09/03/2013 07:14:12,2,1000000,300,165
09/03/2013 07:14:14,2,1000000,303,164
09/03/2013 07:14:17,2,1000000,303,164
09/03/2013 07:14:19,2,1000000,306,169
09/03/2013 07:14:22,2,1000000,284,169
09/03/2013 07:14:24,2,1000000,297,165
09/03/2013 07:14:26,2,1000000,308,166
09/03/2013 07:14:29,2,1000000,309,169
09/03/2013 07:14:32,2,1000000,523,176
09/03/2013 07:14:34,2,1000000,304,167
09/03/2013 07:14:36,2,1000000,305,162
09/03/2013 07:14:39,2,1000000,300,167
09/03/2013 07:14:41,2,1000000,300,172
09/03/2013 07:14:44,2,2000000,677,254
09/03/2013 07:14:47,2,2000000,430,246
09/03/2013 07:14:50,2,2000000,489,254
09/03/2013 07:14:53,2,2000000,473,255
09/03/2013 07:14:56,2,2000000,461,244
09/03/2013 07:14:58,2,2000000,438,255
09/03/2013 07:15:01,2,2000000,457,246
09/03/2013 07:15:04,2,2000000,439,244
09/03/2013 07:15:07,2,2000000,458,258
09/03/2013 07:15:10,2,2000000,445,255
09/03/2013 07:15:13,2,3000000,784,321
09/03/2013 07:15:16,2,3000000,813,332
09/03/2013 07:15:19,2,3000000,774,319
09/03/2013 07:15:23,2,3000000,797,323
09/03/2013 07:15:26,2,3000000,783,318
09/03/2013 07:15:29,2,3000000,777,319
09/03/2013 07:15:32,2,3000000,949,327
09/03/2013 07:15:35,2,3000000,812,320
09/03/2013 07:15:39,2,3000000,995,321
09/03/2013 07:15:42,2,3000000,791,323
09/03/2013 07:15:46,2,4000000,946,422
09/03/2013 07:15:49,2,4000000,917,399
09/03/2013 07:15:53,2,4000000,952,412
09/03/2013 07:15:56,2,4000000,937,419
09/03/2013 07:16:00,2,4000000,939,415
09/03/2013 07:16:03,2,4000000,928,417
09/03/2013 07:16:07,2,4000000,909,416
09/03/2013 07:16:10,2,4000000,950,417
09/03/2013 07:16:14,2,4000000,918,413
09/03/2013 07:16:17,2,4000000,912,414
09/03/2013 07:16:21,2,5000000,1263,439
09/03/2013 07:16:25,2,5000000,1256,424
09/03/2013 07:16:29,2,5000000,1272,425
09/03/2013 07:16:33,2,5000000,1322,441
09/03/2013 07:16:37,2,5000000,1226,435
09/03/2013 07:16:41,2,5000000,1242,421
09/03/2013 07:16:45,2,5000000,1271,418
09/03/2013 07:16:49,2,5000000,1312,439
09/03/2013 07:16:53,2,5000000,1317,436
09/03/2013 07:16:57,2,5000000,1316,422
09/03/2013 07:17:01,2,6000000,1407,557
09/03/2013 07:17:05,2,6000000,1475,570
09/03/2013 07:17:10,2,6000000,1419,557
09/03/2013 07:17:14,2,6000000,1419,540
09/03/2013 07:17:18,2,6000000,1414,567
09/03/2013 07:17:23,2,6000000,1452,548
09/03/2013 07:17:27,2,6000000,1492,547
09/03/2013 07:17:31,2,6000000,1488,560
09/03/2013 07:17:36,2,6000000,1402,567
09/03/2013 07:17:40,2,6000000,1410,566
09/03/2013 07:17:45,2,7000000,1724,603
09/03/2013 07:17:49,2,7000000,1642,612
09/03/2013 07:17:54,2,7000000,1639,567
09/03/2013 07:17:59,2,7000000,1646,616
09/03/2013 07:18:03,2,7000000,1613,566
09/03/2013 07:18:08,2,7000000,1617,599
09/03/2013 07:18:13,2,7000000,2480,565
09/03/2013 07:18:18,2,7000000,1634,581
09/03/2013 07:18:22,2,7000000,1653,579
09/03/2013 07:18:28,2,7000000,1665,555
09/03/2013 07:18:33,2,8000000,1779,664
09/03/2013 07:18:38,2,8000000,1735,689
09/03/2013 07:18:43,2,8000000,1857,668
09/03/2013 07:18:48,2,8000000,1936,663
09/03/2013 07:18:52,2,8000000,1747,663
09/03/2013 07:18:57,2,8000000,1774,664
09/03/2013 07:19:02,2,8000000,1843,682
09/03/2013 07:19:07,2,8000000,1778,688
09/03/2013 07:19:12,2,8000000,1736,686
09/03/2013 07:19:17,2,8000000,1796,675
09/03/2013 07:19:22,2,9000000,2048,741
09/03/2013 07:19:28,2,9000000,2067,704
09/03/2013 07:19:33,2,9000000,2012,800
09/03/2013 07:19:39,2,9000000,2008,780
09/03/2013 07:19:44,2,9000000,2064,739
09/03/2013 07:19:49,2,9000000,2056,691
09/03/2013 07:19:55,2,9000000,1981,801
09/03/2013 07:20:00,2,9000000,2005,821
09/03/2013 07:20:05,2,9000000,2098,693
09/03/2013 07:20:11,2,9000000,2017,781
09/03/2013 07:20:16,2,10000000,2385,829
09/03/2013 07:20:22,2,10000000,2463,842
09/03/2013 07:20:28,2,10000000,2351,834
09/03/2013 07:20:34,2,10000000,2374,831
09/03/2013 07:20:40,2,10000000,2433,755
09/03/2013 07:20:46,2,10000000,2371,827
09/03/2013 07:20:52,2,10000000,2451,845
09/03/2013 07:20:57,2,10000000,2395,833
09/03/2013 07:21:03,2,10000000,2085,802
09/03/2013 07:21:09,2,10000000,2084,824
09/03/2013 07:21:14,2,10000000,2086,844
09/03/2013 07:21:20,2,10000000,2071,824
09/03/2013 07:21:25,2,10000000,2225,826
09/03/2013 07:21:31,2,10000000,2620,760
09/03/2013 07:21:37,2,10000000,2331,838
09/03/2013 07:21:43,2,10000000,2371,735
09/03/2013 07:21:49,2,10000000,2452,849
09/03/2013 07:21:55,2,10000000,2533,744
09/03/2013 07:22:01,2,10000000,2369,847
09/03/2013 07:22:06,2,10000000,2416,824
09/03/2013 07:22:16,2,20000000,5110,1531
09/03/2013 07:22:27,2,20000000,5149,1537
09/03/2013 07:22:36,2,20000000,4921,1523
09/03/2013 07:22:46,2,20000000,5073,1521
09/03/2013 07:22:56,2,20000000,4957,1528
09/03/2013 07:23:06,2,20000000,4918,1532
09/03/2013 07:23:16,2,20000000,4910,1515
09/03/2013 07:23:26,2,20000000,4878,1518
09/03/2013 07:23:36,2,20000000,4903,1524
09/03/2013 07:23:46,2,20000000,5007,1519
09/03/2013 07:23:59,2,30000000,6758,2266
09/03/2013 07:24:12,2,30000000,6782,2207
09/03/2013 07:24:25,2,30000000,6549,2232
09/03/2013 07:24:38,2,30000000,6535,2234
09/03/2013 07:24:51,2,30000000,6608,2257
09/03/2013 07:25:04,2,30000000,6663,2281
09/03/2013 07:25:17,2,30000000,6626,2270
09/03/2013 07:25:30,2,30000000,6604,2244
09/03/2013 07:25:43,2,30000000,6629,2202
09/03/2013 07:25:56,2,30000000,6558,2231
09/03/2013 07:26:13,2,40000000,9132,3016
09/03/2013 07:26:30,2,40000000,8981,2917
09/03/2013 07:26:47,2,40000000,8858,2987
09/03/2013 07:27:04,2,40000000,8927,2935
09/03/2013 07:27:21,2,40000000,9007,3013
09/03/2013 07:27:38,2,40000000,8943,2945
09/03/2013 07:27:55,2,40000000,8980,2978
09/03/2013 07:28:12,2,40000000,8956,3000
09/03/2013 07:28:29,2,40000000,9528,2943
09/03/2013 07:28:46,2,40000000,8976,3021
09/03/2013 07:29:08,2,50000000,11385,4228
09/03/2013 07:29:29,2,50000000,11872,3948
09/03/2013 07:29:50,2,50000000,11102,4126
09/03/2013 07:30:11,2,50000000,11037,4146
09/03/2013 07:30:32,2,50000000,11052,4224
09/03/2013 07:30:53,2,50000000,11151,4149
09/03/2013 07:31:14,2,50000000,11061,4225
09/03/2013 07:31:35,2,50000000,10935,4163
09/03/2013 07:31:56,2,50000000,11497,4169
09/03/2013 07:32:18,2,50000000,11319,4120
09/03/2013 07:32:41,2,60000000,12424,4459
09/03/2013 07:33:05,2,60000000,13329,4471
09/03/2013 07:33:29,2,60000000,12520,4632
09/03/2013 07:33:52,2,60000000,12510,4567
09/03/2013 07:34:16,2,60000000,12387,4464
09/03/2013 07:34:39,2,60000000,12486,4483
09/03/2013 07:35:03,2,60000000,13498,4451
09/03/2013 07:35:27,2,60000000,12344,4553
09/03/2013 07:35:51,2,60000000,13457,4559
09/03/2013 07:36:15,2,60000000,12449,4401
09/03/2013 07:36:41,2,70000000,13837,4596
09/03/2013 07:37:06,2,70000000,13614,4594
09/03/2013 07:37:32,2,70000000,13934,4609
09/03/2013 07:37:58,2,70000000,13908,4663
09/03/2013 07:38:23,2,70000000,14038,4633
09/03/2013 07:38:50,2,70000000,14103,4917
09/03/2013 07:39:15,2,70000000,13455,4686
09/03/2013 07:39:41,2,70000000,14092,4658
09/03/2013 07:40:10,2,70000000,16235,5130
09/03/2013 07:40:36,2,70000000,14431,4852
09/03/2013 07:41:06,2,80000000,16567,5534
09/03/2013 07:41:39,2,80000000,19190,5546
09/03/2013 07:42:10,2,80000000,17067,5683
09/03/2013 07:42:40,2,80000000,16334,5524
09/03/2013 07:43:11,2,80000000,17080,5546
09/03/2013 07:43:42,2,80000000,16892,5393
09/03/2013 07:44:12,2,80000000,16549,5359
09/03/2013 07:44:42,2,80000000,16719,5331
09/03/2013 07:45:15,2,80000000,19388,5547
09/03/2013 07:45:46,2,80000000,16949,5597
09/03/2013 07:46:20,2,90000000,17998,6282
09/03/2013 07:46:54,2,90000000,18821,6553
09/03/2013 07:47:28,2,90000000,18436,6313
09/03/2013 07:48:03,2,90000000,19368,6157
09/03/2013 07:48:38,2,90000000,19671,6286
09/03/2013 07:49:14,2,90000000,21224,6189
09/03/2013 07:49:48,2,90000000,18567,6156
09/03/2013 07:50:23,2,90000000,18901,6534
09/03/2013 07:50:57,2,90000000,18861,6534
09/03/2013 07:51:33,2,90000000,20310,6296
09/03/2013 07:52:13,2,100000000,23216,6995
09/03/2013 07:52:52,2,100000000,22422,7017
09/03/2013 07:53:33,2,100000000,23741,6926
09/03/2013 07:54:13,2,100000000,22959,6958
09/03/2013 07:54:53,2,100000000,23208,7005
09/03/2013 07:55:33,2,100000000,22828,6979
09/03/2013 07:56:13,2,100000000,23719,7004
09/03/2013 07:56:53,2,100000000,23207,6988
09/03/2013 07:57:33,2,100000000,23001,6984
09/03/2013 07:58:13,2,100000000,22530,7016
09/03/2013 07:58:15,4,1000,25,24
09/03/2013 07:58:17,4,1000,25,22
09/03/2013 07:58:19,4,1000,25,26
09/03/2013 07:58:20,4,1000,25,22
09/03/2013 07:58:22,4,1000,24,26
09/03/2013 07:58:24,4,1000,24,22
09/03/2013 07:58:26,4,1000,24,25
09/03/2013 07:58:28,4,1000,25,25
09/03/2013 07:58:30,4,1000,22,23
09/03/2013 07:58:32,4,1000,32,26
09/03/2013 07:58:34,4,2000,29,35
09/03/2013 07:58:36,4,2000,26,35
09/03/2013 07:58:38,4,2000,25,37
09/03/2013 07:58:39,4,2000,29,33
09/03/2013 07:58:41,4,2000,21,36
09/03/2013 07:58:43,4,2000,27,36
09/03/2013 07:58:45,4,2000,27,32
09/03/2013 07:58:47,4,2000,23,34
09/03/2013 07:58:49,4,2000,24,35
09/03/2013 07:58:51,4,2000,30,34
09/03/2013 07:58:53,4,3000,25,42
09/03/2013 07:58:55,4,3000,27,44
09/03/2013 07:58:57,4,3000,25,44
09/03/2013 07:58:59,4,3000,27,42
09/03/2013 07:59:01,4,3000,27,43
09/03/2013 07:59:02,4,3000,33,41
09/03/2013 07:59:04,4,3000,26,41
09/03/2013 07:59:06,4,3000,26,44
09/03/2013 07:59:08,4,3000,27,41
09/03/2013 07:59:10,4,3000,27,44
09/03/2013 07:59:12,4,4000,30,49
09/03/2013 07:59:14,4,4000,28,53
09/03/2013 07:59:16,4,4000,28,50
09/03/2013 07:59:18,4,4000,32,51
09/03/2013 07:59:20,4,4000,30,51
09/03/2013 07:59:22,4,4000,30,54
09/03/2013 07:59:24,4,4000,28,52
09/03/2013 07:59:26,4,4000,31,51
09/03/2013 07:59:27,4,4000,28,52
09/03/2013 07:59:29,4,4000,31,51
09/03/2013 07:59:31,4,5000,34,54
09/03/2013 07:59:33,4,5000,31,59
09/03/2013 07:59:35,4,5000,30,59
09/03/2013 07:59:37,4,5000,29,55
09/03/2013 07:59:39,4,5000,31,55
09/03/2013 07:59:41,4,5000,31,58
09/03/2013 07:59:43,4,5000,32,56
09/03/2013 07:59:45,4,5000,32,60
09/03/2013 07:59:47,4,5000,29,58
09/03/2013 07:59:49,4,5000,33,55
09/03/2013 07:59:51,4,6000,30,60
09/03/2013 07:59:53,4,6000,31,60
09/03/2013 07:59:55,4,6000,33,59
09/03/2013 07:59:57,4,6000,32,59
09/03/2013 07:59:58,4,6000,38,61
09/03/2013 08:00:00,4,6000,30,61
09/03/2013 08:00:02,4,6000,30,61
09/03/2013 08:00:04,4,6000,28,61
09/03/2013 08:00:06,4,6000,33,60
09/03/2013 08:00:08,4,6000,28,60
09/03/2013 08:00:10,4,7000,32,67
09/03/2013 08:00:12,4,7000,39,65
09/03/2013 08:00:14,4,7000,35,64
09/03/2013 08:00:16,4,7000,32,63
09/03/2013 08:00:18,4,7000,35,64
09/03/2013 08:00:20,4,7000,35,66
09/03/2013 08:00:22,4,7000,30,63
09/03/2013 08:00:24,4,7000,33,64
09/03/2013 08:00:26,4,7000,35,65
09/03/2013 08:00:28,4,7000,34,65
09/03/2013 08:00:30,4,8000,30,69
09/03/2013 08:00:31,4,8000,32,65
09/03/2013 08:00:33,4,8000,37,67
09/03/2013 08:00:35,4,8000,35,66
09/03/2013 08:00:37,4,8000,34,65
09/03/2013 08:00:39,4,8000,36,70
09/03/2013 08:00:41,4,8000,35,68
09/03/2013 08:00:43,4,8000,30,66
09/03/2013 08:00:45,4,8000,31,67
09/03/2013 08:00:47,4,8000,31,67
09/03/2013 08:00:49,4,9000,33,68
09/03/2013 08:00:51,4,9000,37,67
09/03/2013 08:00:53,4,9000,36,69
09/03/2013 08:00:55,4,9000,38,69
09/03/2013 08:00:57,4,9000,33,73
09/03/2013 08:00:59,4,9000,36,68
09/03/2013 08:01:01,4,9000,40,70
09/03/2013 08:01:03,4,9000,41,69
09/03/2013 08:01:05,4,9000,36,69
09/03/2013 08:01:07,4,9000,36,67
09/03/2013 08:01:09,4,10000,35,67
09/03/2013 08:01:11,4,10000,35,68
09/03/2013 08:01:13,4,10000,1030,73
09/03/2013 08:01:15,4,10000,33,71
09/03/2013 08:01:18,4,10000,36,72
09/03/2013 08:01:20,4,10000,38,66
09/03/2013 08:01:22,4,10000,37,69
09/03/2013 08:01:24,4,10000,35,70
09/03/2013 08:01:26,4,10000,39,74
09/03/2013 08:01:28,4,10000,36,75
09/03/2013 08:01:31,4,10000,42,71
09/03/2013 08:01:33,4,10000,37,69
09/03/2013 08:01:35,4,10000,38,67
09/03/2013 08:01:38,4,10000,39,71
09/03/2013 08:01:40,4,10000,42,71
09/03/2013 08:01:42,4,10000,37,72
09/03/2013 08:01:44,4,10000,38,66
09/03/2013 08:01:46,4,10000,36,69
09/03/2013 08:01:48,4,10000,37,73
09/03/2013 08:01:50,4,10000,34,70
09/03/2013 08:01:52,4,20000,45,70
09/03/2013 08:01:54,4,20000,43,67
09/03/2013 08:01:56,4,20000,45,74
09/03/2013 08:01:58,4,20000,43,70
09/03/2013 08:02:00,4,20000,43,66
09/03/2013 08:02:01,4,20000,48,67
09/03/2013 08:02:03,4,20000,51,74
09/03/2013 08:02:05,4,20000,46,67
09/03/2013 08:02:07,4,20000,35,68
09/03/2013 08:02:09,4,20000,47,68
09/03/2013 08:02:11,4,30000,54,73
09/03/2013 08:02:13,4,30000,54,72
09/03/2013 08:02:15,4,30000,42,68
09/03/2013 08:02:17,4,30000,48,69
09/03/2013 08:02:19,4,30000,49,71
09/03/2013 08:02:21,4,30000,48,67
09/03/2013 08:02:23,4,30000,46,68
09/03/2013 08:02:25,4,30000,51,72
09/03/2013 08:02:27,4,30000,49,78
09/03/2013 08:02:29,4,30000,47,68
09/03/2013 08:02:31,4,40000,40,78
09/03/2013 08:02:33,4,40000,45,76
09/03/2013 08:02:35,4,40000,45,76
09/03/2013 08:02:37,4,40000,46,76
09/03/2013 08:02:39,4,40000,59,74
09/03/2013 08:02:41,4,40000,50,72
09/03/2013 08:02:43,4,40000,47,76
09/03/2013 08:02:45,4,40000,57,75
09/03/2013 08:02:47,4,40000,43,73
09/03/2013 08:02:49,4,40000,44,81
09/03/2013 08:02:51,4,50000,51,80
09/03/2013 08:02:53,4,50000,47,79
09/03/2013 08:02:55,4,50000,45,82
09/03/2013 08:02:57,4,50000,48,75
09/03/2013 08:02:59,4,50000,48,83
09/03/2013 08:03:01,4,50000,43,77
09/03/2013 08:03:03,4,50000,56,75
09/03/2013 08:03:05,4,50000,48,82
09/03/2013 08:03:07,4,50000,52,75
09/03/2013 08:03:09,4,50000,48,74
09/03/2013 08:03:11,4,60000,49,80
09/03/2013 08:03:13,4,60000,50,75
09/03/2013 08:03:15,4,60000,53,77
09/03/2013 08:03:17,4,60000,52,76
09/03/2013 08:03:19,4,60000,53,73
09/03/2013 08:03:21,4,60000,56,78
09/03/2013 08:03:23,4,60000,52,74
09/03/2013 08:03:25,4,60000,56,77
09/03/2013 08:03:27,4,60000,48,82
09/03/2013 08:03:29,4,60000,47,81
09/03/2013 08:03:31,4,70000,58,79
09/03/2013 08:03:33,4,70000,54,82
09/03/2013 08:03:35,4,70000,58,79
09/03/2013 08:03:37,4,70000,54,78
09/03/2013 08:03:39,4,70000,54,85
09/03/2013 08:03:41,4,70000,61,81
09/03/2013 08:03:43,4,70000,58,77
09/03/2013 08:03:46,4,70000,1055,78
09/03/2013 08:03:48,4,70000,59,80
09/03/2013 08:03:50,4,70000,55,76
09/03/2013 08:03:52,4,80000,66,82
09/03/2013 08:03:54,4,80000,61,82
09/03/2013 08:03:56,4,80000,63,79
09/03/2013 08:03:58,4,80000,65,81
09/03/2013 08:04:00,4,80000,54,79
09/03/2013 08:04:02,4,80000,63,81
09/03/2013 08:04:04,4,80000,72,82
09/03/2013 08:04:06,4,80000,65,78
09/03/2013 08:04:08,4,80000,57,80
09/03/2013 08:04:10,4,80000,65,78
09/03/2013 08:04:12,4,90000,63,88
09/03/2013 08:04:14,4,90000,66,81
09/03/2013 08:04:16,4,90000,67,79
09/03/2013 08:04:18,4,90000,51,77
09/03/2013 08:04:20,4,90000,67,80
09/03/2013 08:04:22,4,90000,69,85
09/03/2013 08:04:25,4,90000,63,86
09/03/2013 08:04:27,4,90000,66,77
09/03/2013 08:04:29,4,90000,64,83
09/03/2013 08:04:32,4,90000,67,84
09/03/2013 08:04:35,4,100000,1070,88
09/03/2013 08:04:37,4,100000,71,85
09/03/2013 08:04:40,4,100000,76,84
09/03/2013 08:04:43,4,100000,1057,80
09/03/2013 08:04:45,4,100000,73,87
09/03/2013 08:04:47,4,100000,62,80
09/03/2013 08:04:50,4,100000,1068,82
09/03/2013 08:04:52,4,100000,66,84
09/03/2013 08:04:54,4,100000,64,82
09/03/2013 08:04:57,4,100000,1059,84
09/03/2013 08:04:59,4,100000,64,82
09/03/2013 08:05:01,4,100000,78,80
09/03/2013 08:05:03,4,100000,58,82
09/03/2013 08:05:06,4,100000,1068,81
09/03/2013 08:05:08,4,100000,74,86
09/03/2013 08:05:11,4,100000,1055,82
09/03/2013 08:05:13,4,100000,70,87
09/03/2013 08:05:15,4,100000,70,79
09/03/2013 08:05:17,4,100000,65,78
09/03/2013 08:05:20,4,100000,69,86
09/03/2013 08:05:22,4,200000,89,101
09/03/2013 08:05:24,4,200000,94,102
09/03/2013 08:05:26,4,200000,89,100
