t,n,SortTime,CombineTime
4,5000000,1418178987,179747627
4,5000000,1300915706,180289410
4,5000000,1414659811,179756824
4,5000000,1324414722,179850349
4,6000000,1480397634,216662430
4,6000000,1552990457,216834608
4,6000000,1570059979,217085888
4,6000000,1647229572,217142405
4,6000000,1631477022,216042115
4,6000000,1696976523,216423997
4,6000000,1875528856,216504464
4,6000000,1707868903,216704322
4,6000000,1719878518,215796618
4,6000000,1656573346,216624760
4,7000000,1926022745,251721359
4,7000000,1825263269,251691956
4,7000000,1829247049,252424382
4,7000000,1757198367,252666338
4,7000000,1773603281,252703252
4,7000000,1843427802,254755478
4,7000000,1795256328,252052955
4,7000000,1818411182,252668717
4,7000000,1905540587,251508440
4,7000000,1821029084,251830530
4,8000000,2098226328,288454947
4,8000000,2217709333,289000644
4,8000000,1978080395,289477026
4,8000000,2102792329,289078901
4,8000000,1946497405,288463299
4,8000000,2146190213,291349913
4,8000000,2366001286,289148954
4,8000000,2155602626,288524015
4,8000000,2232228243,290090761
4,8000000,2192825465,289352126
4,9000000,2388912689,325240919
4,9000000,2342440394,324901911
4,9000000,2461898516,324949784
4,9000000,2599386848,325298911
4,9000000,2529002960,325065302
4,9000000,2318831929,325088179
4,9000000,2966413787,325016796
4,9000000,2772288050,325666767
4,9000000,2861710439,325146930
4,9000000,2589325963,324875630
4,10000000,2764475153,360942942
4,10000000,2778910578,360923066
4,10000000,2602357053,360643393
4,10000000,2524499565,360716011
4,10000000,2629478478,359169500
4,10000000,2853873153,361264515
4,10000000,2764724512,360655118
4,10000000,2835759892,359305345
4,10000000,2837661143,359158583
4,10000000,2834390853,360683988
4,10000000,2808573753,359320143
4,10000000,2522724352,360833736
4,10000000,2795332531,360492927
4,10000000,2742064140,362487902
4,10000000,2868682203,359270056
4,10000000,2831423926,359180898
4,10000000,2823360690,359162579
4,10000000,2825141816,359360400
4,10000000,2621928923,359921098
4,10000000,2720341339,360580880
4,20000000,5694967377,720466949
4,20000000,5086589772,719518805
4,20000000,5042012005,719953857
4,20000000,5407002402,718428966
4,20000000,5050391460,720822945
4,20000000,5602317107,718558112
4,20000000,5318651730,718726705
4,20000000,5324156868,718697305
4,20000000,5331246552,718659660
4,20000000,5096660996,719480449
4,30000000,8044514229,1078405621
4,30000000,7633901556,1078552251
4,30000000,7640560407,1079414828
4,30000000,8090598347,1078295557
4,30000000,7186748910,1079383096
4,30000000,7446563050,1078664101
4,30000000,8202132085,1079305375
4,30000000,8201940577,1078903133
4,30000000,7595724292,1079036308
4,30000000,8105347712,1078830094
4,40000000,10450472174,1438052592
4,40000000,11770616136,1437909410
4,40000000,11255461118,1449799988
4,40000000,11140235090,1437103342
4,40000000,11049413328,1436580129
4,40000000,11241056542,1436643377
4,40000000,11125748153,1437405684
4,40000000,10427119150,1448518783
4,40000000,11200655527,1436405163
4,40000000,10287545794,1437505076
4,50000000,14175270520,1796458222
4,50000000,13875835426,1796161939
4,50000000,13007184215,1797482383
4,50000000,13954012799,1796897821
4,50000000,14775521761,1796512773
4,50000000,13944444391,1798277801
4,50000000,15183069534,1797583726
4,50000000,14217523079,1800431119
4,50000000,14409221026,1800198706
4,50000000,14243588275,1796830609
4,60000000,17238914296,2156672836
4,60000000,16017274082,2155087339
4,60000000,16264747050,2156095020
4,60000000,15223393049,2157027205
4,60000000,16190625812,2157285914
4,60000000,16915994079,2156594819
4,60000000,14985682308,2155920914
4,60000000,15430251822,2159012258
4,60000000,15220500337,2155511393
4,60000000,15437112904,2157234346
4,70000000,17990105767,2515483300
4,70000000,19474956908,2517222091
4,70000000,18427251836,2516638137
4,70000000,20353274887,2514677951
4,70000000,19693396343,2518682082
4,70000000,19298765034,2516222639
4,70000000,18270819502,2514554890
4,70000000,19404858611,2514739332
4,70000000,18464613976,2513958035
4,70000000,20357018510,2515522606
4,80000000,21013122557,2876324749
4,80000000,23728916226,2875107857
4,80000000,22415787760,2877267799
4,80000000,20881128365,2875102131
4,80000000,22442657425,2878378405
4,80000000,23718291232,2872427376
4,80000000,22346969855,2876085116
4,80000000,23488587328,2875428873
4,80000000,22157845960,2875400256
4,80000000,22873569253,2875222841
4,90000000,25224420314,3232916365
4,90000000,24353861461,3232908162
4,90000000,24724654454,3232530353
4,90000000,25182025052,3235372130
4,90000000,26187841650,3235023789
4,90000000,25351248506,3236768176
4,90000000,26440611411,3232881021
4,90000000,24958419593,3237378888
4,90000000,25655503929,3233786114
4,90000000,25306461633,3233543267
4,100000000,28037484503,3592469306
4,100000000,29601365092,3590990909
4,100000000,28423720141,3611384295
4,100000000,28194063843,3667867230
4,100000000,28286791650,3658575222
4,100000000,29544247905,3594921374
4,100000000,27802238841,3618576962
4,100000000,28190951625,3614218255
4,100000000,28209559707,3629765927
4,100000000,30809417726,3594707190
6,10000,5249107,754812
6,10000,5879447,861559
6,10000,6207063,883998
6,10000,5998475,877395
6,10000,5824997,874734
6,10000,5006533,879738
6,10000,5299060,868128
6,10000,5181816,899834
6,10000,5082407,871326
6,10000,5528612,904553
6,20000,7566450,1723152
6,20000,9076584,1721942
6,20000,9232792,1714392
6,20000,8951975,1721897
6,20000,7815540,1231985
6,20000,7175755,1738792
6,20000,6990306,1465926
6,20000,7647380,1718792
6,20000,7437947,1222976
6,20000,8095678,1730810
6,30000,10189933,2561048
6,30000,10898428,2599776
6,30000,10271532,1840392
6,30000,11178889,2610056
6,30000,10827608,2596773
6,30000,11438213,2587413
6,30000,11497929,2587420
6,30000,11666060,2576510
6,30000,10191994,1845048
6,30000,10012505,1868485
6,40000,13490500,3447052
6,40000,13119872,3495027
6,40000,14946352,3464394
6,40000,14194122,3450809
6,40000,12780480,3490966
6,40000,16118670,3484436
6,40000,13309961,3043349
6,40000,14008499,2650682
6,40000,12769878,3459959
6,40000,14641352,3498065
6,50000,15585321,4263066
6,50000,15714818,4258192
6,50000,13725809,3629409
6,50000,16510214,4249633
6,50000,14659125,3478581
6,50000,16513469,4278827
6,50000,17294136,4267008
6,50000,14154380,3702757
6,50000,15210425,4265334
6,50000,15438853,4272852
6,60000,18108737,4418488
6,60000,17865268,5027115
6,60000,17374098,5228200
6,60000,17013527,5247480
6,60000,16881335,3724320
6,60000,19969389,3719628
6,60000,18846441,5258936
6,60000,19679574,5255054
6,60000,18788416,3733622
6,60000,16989681,5107620
6,70000,19707388,6347306
6,70000,20373795,5969373
6,70000,20755842,5004685
6,70000,22249274,4247818
6,70000,20214150,5909483
6,70000,18905186,5322092
6,70000,19146705,5983146
6,70000,20436396,5979471
6,70000,21610452,5622397
6,70000,19402423,4258947
6,80000,23796706,7267039
6,80000,24106542,5336099
6,80000,21105278,7264669
6,80000,22555171,5276180
6,80000,23455071,7312009
6,80000,26355664,5353564
6,80000,24211039,7181772
6,80000,23543324,7185356
6,80000,24880657,7174555
6,80000,23180544,7213952
6,90000,25728863,7720136
6,90000,25265656,7659283
6,90000,24164336,6090044
6,90000,26152853,5489573
6,90000,26551421,7701921
6,90000,28905549,7452389
6,90000,24927595,6099628
6,90000,25550900,6555803
6,90000,29770992,7718983
6,90000,29245504,5461830
6,100000,26380029,6097517
6,100000,26053380,8463950
6,100000,26401867,8509673
6,100000,27198181,6050578
6,100000,27387189,8516899
6,100000,25863907,5840479
6,100000,28933289,8524184
6,100000,27996925,6714062
6,100000,27894368,8491278
6,100000,28486877,8469301
6,100000,27078128,8515060
6,100000,28047342,8342601
6,100000,28992043,6053564
6,100000,29904877,8476836
6,100000,26182407,8481631
6,100000,25982978,8505485
6,100000,27609244,6171806
6,100000,26873955,6062535
6,100000,25865665,6050296
6,100000,27673538,8555649
6,200000,55303673,13334279
6,200000,56495150,13547318
6,200000,49145455,12206980
6,200000,56388397,14233249
6,200000,54424955,12352184
6,200000,51407031,16574301
6,200000,51554783,13162601
6,200000,50660186,12257164
6,200000,49787082,12234881
6,200000,49105417,12699463
6,300000,71679591,18212460
6,300000,76185949,18246591
6,300000,74581822,18322673
6,300000,74693072,21806841
6,300000,73219294,18259226
6,300000,68158266,19560953
6,300000,77368266,18309245
6,300000,70177295,18390099
6,300000,74999177,18170607
6,300000,68772517,18219303
6,400000,95828318,24179812
6,400000,92776518,23656755
6,400000,86791223,23601688
6,400000,88647068,23733887
6,400000,88398808,24167048
6,400000,84757096,23722927
6,400000,101601025,23699597
6,400000,88123739,23673854
6,400000,94810012,23700057
6,400000,92016915,24232261
6,500000,110554057,29480027
6,500000,119357091,29247190
6,500000,107744502,29682762
6,500000,118748800,29193078
6,500000,116404645,29365636
6,500000,107084778,29744792
6,500000,105900585,29813458
6,500000,112676852,29378368
6,500000,112060659,29312490
6,500000,353330025,30781712
6,600000,137929235,36650090
6,600000,130672042,35962053
6,600000,134509630,35912295
6,600000,125525587,36027757
6,600000,144557771,35765451
6,600000,134854074,36379340
6,600000,132720621,35820244
6,600000,131676200,35923203
6,600000,137302472,35877536
6,600000,132546078,35756906
6,700000,158518375,42810037
6,700000,165118331,42418608
6,700000,160463352,42696129
6,700000,140369759,42598787
6,700000,144033934,42600431
6,700000,154431631,45559202
6,700000,149765855,42576887
6,700000,141274461,42846729
6,700000,149147070,42415986
6,700000,141001623,42706502
6,800000,168347669,47271264
6,800000,162016384,47120703
6,800000,174649668,47120677
6,800000,166840546,46775993
6,800000,158208791,47192302
6,800000,164851536,47051077
6,800000,177001539,47374093
6,800000,160674476,47130484
6,800000,391192054,47246290
6,800000,159578775,47232479
6,900000,382382608,53093215
6,900000,204677678,54037832
6,900000,186154172,52723959
6,900000,185164948,52699021
6,900000,400309117,52987035
6,900000,419353120,55844088
6,900000,422134581,52822263
6,900000,185654598,53870732
6,900000,195406398,52774381
6,900000,206963784,52817497
6,1000000,231197648,58778537
6,1000000,230456004,58506523
6,1000000,235257046,58955261
6,1000000,248176664,58896831
6,1000000,191670317,59064271
6,1000000,207485161,58312935
6,1000000,207129945,59621169
6,1000000,204818471,59281888
6,1000000,206270312,58845286
6,1000000,220678678,58711717
6,1000000,220778910,58755639
6,1000000,233545545,58811908
6,1000000,208902127,58745310
6,1000000,216228695,58898619
6,1000000,220810021,58778411
6,1000000,209393379,59103602
6,1000000,214416702,59255471
6,1000000,213945943,58932444
6,1000000,218583919,58908866
6,1000000,215902151,58908755
6,2000000,419650573,117253395
6,2000000,442313037,116679398
6,2000000,428424942,116247977
6,2000000,606225951,116809174
6,2000000,449786202,116507606
6,2000000,389994367,117126083
6,2000000,413572444,116830110
6,2000000,419095286,116955691
6,2000000,612495872,116522035
6,2000000,600162025,116862734
6,3000000,563611546,174904880
6,3000000,603365143,174762798
6,3000000,585070024,174975372
6,3000000,576588687,174976456
6,3000000,561486485,175675802
6,3000000,574866486,174672632
6,3000000,635143855,174536824
6,3000000,590262851,174914365
6,3000000,605680473,175737111
6,3000000,610901672,175031302
6,4000000,799256254,232683157
6,4000000,743779138,232588771
6,4000000,896647639,232765564
6,4000000,838321036,232624900
6,4000000,924568049,232860756
6,4000000,895292159,232727186
6,4000000,957160732,232699531
6,4000000,885152181,232782626
6,4000000,775818108,232839212
6,4000000,914305818,232844339
6,5000000,1029719796,291211742
6,5000000,1097917241,291310764
6,5000000,997420862,290820201
6,5000000,1025445985,290965767
6,5000000,1020060879,290867287
6,5000000,1395441627,290716865
6,5000000,1327973662,290623536
6,5000000,1108812918,290617268
6,5000000,1098268375,291036674
6,5000000,1118166788,290714813
6,6000000,1143168795,348283752
6,6000000,1225759536,348728412
6,6000000,1224331977,350042373
6,6000000,1212238815,348042510
6,6000000,1343117752,348376145
6,6000000,1411513752,348948495
6,6000000,1187053443,351525272
6,6000000,1112211314,348164213
6,6000000,1211457746,348671438
6,6000000,1105990715,349013454
6,7000000,1337717107,407299415
6,7000000,1459106788,407499916
6,7000000,1542566015,406589231
6,7000000,1474330374,407014408
6,7000000,1632611208,407198501
6,7000000,1467323309,407056587
6,7000000,1402215738,407019350
6,7000000,1484636977,407239681
6,7000000,1501988163,407088472
6,7000000,1471805480,407604021
6,8000000,1778620524,464363726
6,8000000,1599230909,463731033
6,8000000,1732773179,464152421
6,8000000,1569862874,464567524
6,8000000,1609023399,464456372
6,8000000,1724933124,464181419
6,8000000,1723231088,464066024
6,8000000,1791300953,464143768
6,8000000,1747853060,466359006
6,8000000,1710523321,464239492
6,9000000,1777977628,522886318
6,9000000,1839274767,522416566
6,9000000,1902490089,523925189
6,9000000,2157876286,522472837
6,9000000,1925338999,522145799
6,9000000,1959323041,523104387
6,9000000,1811905108,522546779
6,9000000,2067359696,522563388
6,9000000,2016224668,522457805
6,9000000,1821337691,523073392
6,10000000,2063579366,580374014
6,10000000,2171930020,581313821
6,10000000,2107595924,581332452
6,10000000,2072958504,580238605
6,10000000,2044185691,581068962
6,10000000,2116157297,581763133
6,10000000,2288974061,580912535
6,10000000,2242340828,580594837
6,10000000,2036580606,580254126
6,10000000,2160733519,580204980
6,10000000,2120832784,579975250
6,10000000,2054448618,581825079
6,10000000,2054272309,581266849
6,10000000,2170474461,580027766
6,10000000,2153879990,581067045
6,10000000,2153443784,580668196
6,10000000,2237108878,580056635
6,10000000,2030082480,581132827
6,10000000,2071647278,581460276
6,10000000,2147290163,581487992
6,20000000,4450247950,1159467384
6,20000000,4145221828,1159332933
6,20000000,4071970149,1161534741
6,20000000,4112595903,1167124187
6,20000000,4484616856,1159722180
6,20000000,4179491003,1161543574
6,20000000,4141103773,1160004318
6,20000000,4148745557,1159834347
6,20000000,4116237632,1160320114
6,20000000,4235313612,1160059506
6,30000000,6450544867,1740388916
6,30000000,6143334952,1739708544
6,30000000,5959481649,1740815559
6,30000000,5843075450,1740326658
6,30000000,6217273569,1740749015
6,30000000,6549867988,1740094075
6,30000000,6009387864,1740470667
6,30000000,6381551092,1740365965
6,30000000,6359187828,1741443107
6,30000000,6704899815,1740645633
6,40000000,8788768996,2322667163
6,40000000,8579000771,2322136199
6,40000000,8635131584,2320874816
6,40000000,8245336450,2318894353
6,40000000,8208335754,2321356845
6,40000000,9036234100,2320653872
6,40000000,8286842695,2319356806
6,40000000,8991411945,2320849624
6,40000000,9270794790,2324099970
6,40000000,9362470542,2319027239
6,50000000,11526185333,2994324614
6,50000000,11487215166,2995833601
6,50000000,11004420068,2996952231
6,50000000,10698904550,2995247292
6,50000000,11808638185,2995579675
6,50000000,10876726199,2984688820
6,50000000,10645789072,2974888069
6,50000000,10901346068,2995066847
6,50000000,11164911538,2996574834
6,50000000,9904147034,2997675729
6,60000000,11695773960,3480996058
6,60000000,12231135091,3480171008
6,60000000,12689252371,3479791511
6,60000000,13390864808,3481295730
6,60000000,13472262888,3479303885
6,60000000,13189927725,3484752147
6,60000000,13226094023,3479879475
6,60000000,12249511636,3478621259
6,60000000,13303426062,3480364560
6,60000000,12273003735,3480519054
6,70000000,14037996959,4059320801
6,70000000,14754851296,4060630124
6,70000000,16079215529,4059627202
6,70000000,15218760273,4060318347
6,70000000,15096399780,4072304835
6,70000000,16133454675,4063099723
6,70000000,15407506600,4061719286
6,70000000,15179154514,4065972508
6,70000000,15668040314,4058909071
6,70000000,16515483063,4059146172
6,80000000,17498965800,4637019212
6,80000000,16779392145,4648283533
6,80000000,16725426115,4639399342
6,80000000,18232207165,4638899666
6,80000000,18500714574,4637502497
6,80000000,17321885370,4638394341
6,80000000,17733520191,4639004626
6,80000000,17568116171,4637491405
6,80000000,18569840721,4638349868
6,80000000,18120550950,4638848279
6,90000000,21710346328,5221587296
6,90000000,18325095280,5219555434
6,90000000,18545781958,5220535648
6,90000000,18552094123,5217064145
6,90000000,18486001157,5219954405
6,90000000,19746987995,5221652714
6,90000000,18506328724,5217215464
6,90000000,18113422087,5219768645
6,90000000,18954980548,5218066483
6,90000000,18827097872,5222933679
6,100000000,20321138747,5984145491
6,100000000,22819676427,5931336707
6,100000000,20857738527,5888175523
6,100000000,20962974767,5889098872
6,100000000,21144548926,5883435488
6,100000000,20929674452,5883672312
6,100000000,20621029781,5845462183
6,100000000,22973856632,5938702858
6,100000000,19176830257,5838024730
6,100000000,19874934314,5854581719
8,10000,6259554,1175959
8,10000,5048324,1165873
8,10000,5400871,1160813
8,10000,5855989,999751
8,10000,4643854,816770
8,10000,4822628,1163482
8,10000,4745650,819881
8,10000,5325624,819347
8,10000,5449019,1192464
8,10000,4909412,1167059
8,20000,6378719,1620398
8,20000,7000230,2293460
8,20000,7193823,1971685
8,20000,7609482,1949225
8,20000,6833702,1608642
8,20000,6897825,1988319
8,20000,6339798,2276811
8,20000,7509988,1996017
8,20000,6986652,2299700
8,20000,6839307,2300353
8,30000,10389680,3494523
8,30000,8942463,2525108
8,30000,11128272,2470110
8,30000,9419793,3436169
8,30000,9763061,2498458
8,30000,9331567,2499759
8,30000,10323583,3489626
8,30000,9944909,3448052
8,30000,9912221,3501768
8,30000,10286939,3326984
8,40000,10492948,4612696
8,40000,12371203,4654257
8,40000,11923581,4603897
8,40000,10912252,4642870
8,40000,11505801,4620142
8,40000,11962361,4578255
8,40000,11186608,4644348
8,40000,12573168,4620790
8,40000,11401362,4664105
8,40000,11460144,4595275
8,50000,13139294,4859786
8,50000,13379294,5673082
8,50000,13934851,5027623
8,50000,12707276,4062818
8,50000,13366576,5549430
8,50000,13677180,5673881
8,50000,13646919,5723733
8,50000,12970179,4593089
8,50000,13292490,5674223
8,50000,12536036,5708036
8,60000,16658037,7327355
8,60000,17570566,6713445
8,60000,15037225,7320787
8,60000,15254110,7069759
8,60000,14651125,7314700
8,60000,14476828,7257260
8,60000,15928740,7206527
8,60000,14312825,5735243
8,60000,15351414,7270214
8,60000,16337594,7288478
8,70000,17319143,8464189
8,70000,18136573,7432692
8,70000,18278528,7042945
8,70000,16835427,6220294
8,70000,17828209,7126358
8,70000,18568923,8429770
8,70000,18601293,6200083
8,70000,17300804,8791141
8,70000,16997031,8529697
8,70000,16034692,8295267
8,80000,22541417,8594529
8,80000,22186954,9849554
8,80000,19694514,8537352
8,80000,21829780,9786138
8,80000,20786139,7177207
8,80000,20396137,8393449
8,80000,18754067,7869140
8,80000,22175672,7614065
8,80000,18136921,8950627
8,80000,20239900,9964956
8,90000,21044032,11102476
8,90000,21032741,10859217
8,90000,21938889,7887073
8,90000,20348360,8762165
8,90000,24250024,9963825
8,90000,22144923,7873001
8,90000,23818347,10783331
8,90000,22692480,9246958
8,90000,22907235,10422121
8,90000,20849768,7876339
8,100000,21602706,8639021
8,100000,26037427,10996217
8,100000,22408764,9117971
8,100000,23459465,9258446
8,100000,29009600,8523673
8,100000,25799564,10156559
8,100000,24009331,9492881
8,100000,25016259,11090783
8,100000,25429911,7868014
8,100000,25986493,9282892
8,100000,23489278,8536523
8,100000,24531890,10426252
8,100000,24648703,11777157
8,100000,25482757,7805960
8,100000,23792937,8444919
8,100000,24562285,11830426
8,100000,24075271,11099685
8,100000,25940932,9700054
8,100000,25062814,9765013
8,100000,22514186,10252088
8,200000,46834267,16671307
8,200000,48326639,20481782
8,200000,49078070,17151844
8,200000,49080882,16149785
8,200000,48687952,16160407
8,200000,48787371,19863649
8,200000,46008848,17670188
8,200000,51131131,18573065
8,200000,49199547,19197363
8,200000,46369252,19930825
8,300000,65253374,24483779
8,300000,62252392,24531835
8,300000,67055613,24019739
8,300000,75024929,24312115
8,300000,68935543,24340122
8,300000,63212795,25141401
8,300000,74662440,24604891
8,300000,66857530,24356361
8,300000,64003877,23839239
8,300000,62515656,26123883
8,400000,86768812,33725250
8,400000,86824230,32170899
8,400000,80445590,31904476
8,400000,81987800,31856488
8,400000,94301542,32537503
8,400000,92940552,33543497
8,400000,82862618,31745088
8,400000,80897296,31677278
8,400000,85707387,35490280
8,400000,80501736,32275782
8,500000,112314662,40344273
8,500000,107228618,39692822
8,500000,97218968,39598938
8,500000,95481208,40258001
8,500000,102512906,39555130
8,500000,102615241,40778980
8,500000,108477380,39602505
8,500000,115006683,42144413
8,500000,104629510,39544735
8,500000,98753205,39581025
8,600000,128581171,47554396
8,600000,129639094,47601771
8,600000,132185490,47333470
8,600000,134250966,47744998
8,600000,368142938,47486098
8,600000,132514807,47577878
8,600000,127711800,47886525
8,600000,131328073,49282167
8,600000,129284995,47497950
8,600000,123840748,46989015
8,700000,142382492,55768865
8,700000,142647130,54986235
8,700000,142674191,55072241
8,700000,149633537,55498064
8,700000,146826076,55959511
8,700000,377426041,55263152
8,700000,147161492,55271440
8,700000,148706686,55730711
8,700000,144805865,55606093
8,700000,168680157,58264074
8,800000,157066692,64807112
8,800000,171080589,66345388
8,800000,162522079,64294402
8,800000,160610053,67133271
8,800000,172059789,64270636
8,800000,161540184,64327201
8,800000,170481285,64560869
8,800000,151276646,64250240
8,800000,184302421,63971654
8,800000,161968021,64291552
8,900000,175906852,71582795
8,900000,175844863,72276065
8,900000,188951038,72247596
8,900000,180976950,72118465
8,900000,178841147,72078743
8,900000,178614303,72222967
8,900000,174479772,72038773
8,900000,181866225,71809181
8,900000,176728287,72568662
8,900000,178323402,72683386
8,1000000,415694825,79040616
8,1000000,217565440,79101967
8,1000000,215351956,80004894
8,1000000,194858401,79558430
8,1000000,187995939,79474555
8,1000000,193387957,79337090
8,1000000,201623807,79668971
8,1000000,199267904,79367057
8,1000000,189244218,79343532
8,1000000,224384710,79323888
8,1000000,183765857,79302780
8,1000000,199848550,79526643
8,1000000,182437293,79361895
8,1000000,190055559,79081913
8,1000000,179886365,80449171
8,1000000,187050721,79870709
8,1000000,207443997,79488838
8,1000000,208649136,80615267
8,1000000,206325922,79071651
8,1000000,192857618,79117014
8,2000000,489761111,156250082
8,2000000,514777306,157001636
8,2000000,367435688,156479311
8,2000000,383049123,156326538
8,2000000,388452703,156910082
8,2000000,575038449,157010844
8,2000000,373341560,155836621
8,2000000,393723742,155939770
8,2000000,768654283,160098563
8,2000000,362826254,155755928
8,3000000,746437087,234055678
8,3000000,895674751,233803686
8,3000000,567901646,233695490
8,3000000,661718005,233580213
8,3000000,728557169,233719380
8,3000000,556009337,233041968
8,3000000,595694526,233092099
8,3000000,556015169,233395398
8,3000000,667322666,233806795
8,3000000,698043946,233047882
8,4000000,887991729,311454101
8,4000000,936709049,311779254
8,4000000,775521478,310990287
8,4000000,1042222481,311325238
8,4000000,723550862,311016062
8,4000000,761886489,311314417
8,4000000,769439170,311099704
8,4000000,1093696886,311708057
8,4000000,726600865,312224374
8,4000000,855614348,312300684
8,5000000,862910630,388493557
8,5000000,1021381307,388851100
8,5000000,1026136315,389604684
8,5000000,998221744,388344953
8,5000000,1095404358,388501480
8,5000000,994815056,389438556
8,5000000,962225065,388909688
8,5000000,929677569,388349688
8,5000000,1068285041,388839097
8,5000000,932341352,388887096
8,6000000,1179275001,465866146
8,6000000,1147946065,466735681
8,6000000,1217498999,467741521
8,6000000,1184434061,467892046
8,6000000,1213661458,466363699
8,6000000,1194144597,466631908
8,6000000,1195960692,466629240
8,6000000,1197839767,465976124
8,6000000,1242511740,466782846
8,6000000,1109132308,466288398
8,7000000,1310720053,544083852
8,7000000,1396698105,543827910
8,7000000,1348478946,544528366
8,7000000,1263771410,545219673
8,7000000,1324173256,543835153
8,7000000,1459427833,544691241
8,7000000,1425663039,543520002
8,7000000,1380071167,545736954
8,7000000,1429843235,544366828
8,7000000,1350019117,543807137
8,8000000,1540617515,627326857
8,8000000,1438147824,628881953
8,8000000,1678566374,629649677
8,8000000,1456619157,624154992
8,8000000,1540691196,627619183
8,8000000,1421266756,626388649
8,8000000,1455115522,624366009
8,8000000,1778639521,629792566
8,8000000,1526275134,628150566
8,8000000,1558044021,626090438
8,9000000,1724460246,703088336
8,9000000,1717416773,699192289
8,9000000,1771417709,700160815
8,9000000,1736782438,699845321
8,9000000,1720889827,700256812
8,9000000,1811810264,700050934
8,9000000,1707607152,700315788
8,9000000,1769563095,699404787
8,9000000,1723031976,699386846
8,9000000,1747052031,699057998
8,10000000,1801343088,778098963
8,10000000,1801848874,781046775
8,10000000,1814858221,777050471
8,10000000,2065664641,776365052
8,10000000,1818862685,777990871
8,10000000,1806203262,777902253
8,10000000,1762691348,778163172
8,10000000,1946084159,777324532
8,10000000,1760925116,776750002
8,10000000,1914036794,777389074
8,10000000,1895402308,777292804
8,10000000,1884827521,777334733
8,10000000,1901016810,776699078
8,10000000,1889170098,776595087
8,10000000,1939905312,776097681
8,10000000,1824405134,776853462
8,10000000,1857218816,776769030
8,10000000,1980105871,776684238
8,10000000,1975304063,778738714
8,10000000,2040831199,778089141
8,20000000,3778147366,1553312943
8,20000000,3670893429,1554277250
8,20000000,3801992179,1554204825
8,20000000,3807389230,1553037932
8,20000000,3787191902,1557531303
8,20000000,3869753168,1553022040
8,20000000,3749979792,1553772182
8,20000000,3883803458,1556730944
8,20000000,3998175667,1557092460
8,20000000,3922299872,1554833491
8,30000000,5842194510,2330061049
8,30000000,6092682551,2330728697
8,30000000,5505039863,2330842507
8,30000000,5666863799,2329449934
8,30000000,5889617827,2335498878
8,30000000,5171059646,2329305367
8,30000000,5315425942,2333599408
8,30000000,5484872605,2330377341
8,30000000,5563420242,2332747628
8,30000000,5431266267,2330746915
8,40000000,8059196160,3107826985
8,40000000,7073399223,3106150001
8,40000000,7913430135,3106291517
8,40000000,8451310908,3106620852
8,40000000,8208516153,3106830193
8,40000000,7839794724,3107224006
8,40000000,7661591319,3106699158
8,40000000,7872775561,3107071791
8,40000000,8076563403,3112922967
8,40000000,7265112857,3110568269
8,50000000,9832667518,4054285736
8,50000000,10105962344,4023755512
8,50000000,10769704467,4020457003
8,50000000,10773609804,4048486162
8,50000000,9883115616,4042158818
8,50000000,10798484179,4026421796
8,50000000,10907021050,4025582535
8,50000000,10143544759,4024472100
8,50000000,11114847152,4021048946
8,50000000,10064474507,4048397796
8,60000000,13256837293,4662923152
8,60000000,11709405416,4664942845
8,60000000,11760027168,4689003015
8,60000000,12194837268,4698832314
8,60000000,12128794809,4659727851
8,60000000,12208660215,4661654833
8,60000000,11539598817,4658802645
8,60000000,11231239140,4660400573
8,60000000,12026410688,4669958083
8,60000000,12441103465,4689626149
8,70000000,14191657347,5435320856
8,70000000,14093773101,5437277535
8,70000000,14025327139,5437608277
8,70000000,13404794864,5435856011
8,70000000,14243049110,5439403908
8,70000000,14062463467,5441391197
8,70000000,14177745551,5440977421
8,70000000,14045536342,5441898769
8,70000000,14057935735,5440312787
8,70000000,14001064969,5438848327
8,80000000,16497421970,6218855481
8,80000000,15285328407,6215029046
8,80000000,15317290834,6215931415
8,80000000,15428505343,6213637849
8,80000000,15635893140,6238889367
8,80000000,16885196157,6223730195
8,80000000,15266574600,6233245545
8,80000000,17027401876,6225424008
8,80000000,16774312342,6214265569
8,80000000,16435470961,6217204034
8,90000000,19016548072,6994976760
8,90000000,19340032364,6989391445
8,90000000,18157874453,6988485911
8,90000000,18627087710,7003684738
8,90000000,18920122116,7008040615
8,90000000,18734775723,7012056848
8,90000000,18876461324,6990296158
8,90000000,20294978964,6990166521
8,90000000,19108253637,6991176400
8,90000000,18823552553,7004961392
8,100000000,22225427023,8043944166
8,100000000,21479677792,8051115846
8,100000000,21489258418,8038737263
8,100000000,20855076290,8018646080
8,100000000,21326614947,8189183344
8,100000000,21152428329,8025663809
8,100000000,20868972206,8021971372
8,100000000,21519757919,8057277521
8,100000000,21091578484,8148834748
8,100000000,21344668951,8189833725
10,10000,5095321,972210
10,10000,5272348,1162510
10,10000,4172275,987947
10,10000,4645472,1067957
10,10000,5203286,1367204
10,10000,5724295,1370186
10,10000,5034381,1361078
10,10000,6292266,1144485
10,10000,5532998,1379080
10,10000,5490573,1388632
10,20000,7262846,3262194
10,20000,6114931,3175507
10,20000,6945047,3184277
10,20000,6923937,3246825
10,20000,6545649,2460645
10,20000,7796076,2430667
10,20000,7392568,3265167
10,20000,6346346,3176331
10,20000,6698437,3010766
10,20000,7484147,2554162
10,30000,9342591,4038634
10,30000,9115747,2900737
