2,10000,1909039,256786
2,10000,2068334,330867
2,10000,1837218,252131
2,10000,2522569,475276
2,10000,1750810,367492
2,10000,1970733,262061
2,10000,2597690,501822
2,10000,1824180,276604
2,10000,1590422,279555
2,10000,1955668,254944
2,20000,3132583,535002
2,20000,3709666,854620
2,20000,3141007,611948
2,20000,3159515,523868
2,20000,3299709,592953
2,20000,3316882,637966
2,20000,3172713,518942
2,20000,3550644,855357
2,20000,3214132,479254
2,20000,3178419,525022
2,30000,5159408,950457
2,30000,5073403,1026911
2,30000,4978310,1714790
2,30000,5072925,937538
2,30000,5127358,2590136
2,30000,4980925,958855
2,30000,4969179,2535113
2,30000,4858791,877277
2,30000,5012202,2382564
2,30000,5029267,995232
2,40000,6947827,1073196
2,40000,7142555,1113271
2,40000,7183388,1064800
2,40000,7677422,1356534
2,40000,7042022,1121061
2,40000,7268289,1074867
2,40000,7166504,1035927
2,40000,6677294,1065864
2,40000,7066855,1012671
2,40000,7044772,1021517
2,50000,9113035,1444454
2,50000,8610304,1599836
2,50000,8701110,1380900
2,50000,8979356,1398538
2,50000,8840899,1400058
2,50000,8737777,1375083
2,50000,8546787,3726736
2,50000,8591794,1479478
2,50000,8941958,1321384
2,50000,9901889,1312570
2,60000,10699569,1700027
2,60000,10612760,1619324
2,60000,10740675,1646751
2,60000,10593926,1451471
2,60000,10673222,1450705
2,60000,10617399,1604320
2,60000,10794842,1550453
2,60000,10443508,1472610
2,60000,10560395,1746088
2,60000,10735821,1526739
2,70000,12562843,1764190
2,70000,12707256,1718485
2,70000,14353810,1815345
2,70000,12404109,1849554
2,70000,13702481,1984292
2,70000,12846896,1963213
2,70000,13624121,1829672
2,70000,12704089,1792644
2,70000,24592892,1930295
2,70000,13570458,1759416
2,80000,14587181,2089624
2,80000,15906714,1904676
2,80000,14772103,2073815
2,80000,14662787,2059230
2,80000,28591207,2045423
2,80000,14534195,1991224
2,80000,14375228,2097259
2,80000,14421982,2086794
2,80000,14307493,1937260
2,80000,14837675,2068935
2,90000,19203832,2697117
2,90000,18189749,2285216
2,90000,16275613,2405857
2,90000,32247107,2372052
2,90000,16279428,2334658
2,90000,16358822,2212053
2,90000,16302397,2357753
2,90000,18248944,2409905
2,90000,16414973,2364157
2,90000,16502104,2456190
2,100000,18609400,2543715
2,100000,18223496,2682935
2,100000,21306557,2841214
2,100000,18195508,2456879
2,100000,18212206,2389383
2,100000,18263828,2388980
2,100000,19444364,2610311
2,100000,18260110,2421258
2,100000,18258532,2460350
2,100000,35882786,2452420
2,100000,18248173,2484716
2,100000,18234983,2625036
2,100000,18226235,2500155
2,100000,18486736,2535212
2,100000,18885914,2500765
2,100000,20418595,2456414
2,100000,18199064,2422075
2,100000,19424017,2628492
2,100000,18335947,2427073
2,100000,22125626,2994247
2,200000,39380417,5279135
2,200000,39732341,4964792
2,200000,40337569,5115519
2,200000,45152074,5435717
2,200000,38558101,5093678
2,200000,40019092,5142844
2,200000,45190124,5824621
2,200000,38201690,4845241
2,200000,39568914,4795647
2,200000,39428865,4829368
2,300000,61813464,7543572
2,300000,60190898,7694087
2,300000,60016920,7263172
2,300000,59517396,7560930
2,300000,60350726,7317738
2,300000,61747019,7314466
2,300000,61385807,7669742
2,300000,60888505,7407641
2,300000,61159912,7521689
2,300000,60135042,7343859
2,400000,82665245,9968123
2,400000,83106476,10092240
2,400000,81291079,9984980
2,400000,80980349,9835851
2,400000,82130407,9882968
2,400000,82062053,10140804
2,400000,81869129,9937730
2,400000,82036053,9768812
2,400000,81000710,10004395
2,400000,83708580,10099072
2,500000,103067492,12328870
2,500000,103900362,12513589
2,500000,104555091,12355567
2,500000,103940990,12296806
2,500000,102958389,12389266
2,500000,103937215,12253897
2,500000,104248854,12429681
2,500000,105851484,12461557
2,500000,104187533,12446760
2,500000,104878491,12613960
2,600000,127027057,14956135
2,600000,126641467,14875104
2,600000,127311628,15158738
2,600000,127914024,14752900
2,600000,126931160,14819843
2,600000,126840826,14897457
2,600000,127134894,15202968
2,600000,125924353,15165201
2,600000,127099467,14860682
2,600000,128372284,15066225
2,700000,150066526,17484393
2,700000,149647358,17357707
2,700000,149905726,17590159
2,700000,148632504,17570821
2,700000,148228482,17358705
2,700000,148676040,17440829
2,700000,149745157,17369432
2,700000,148426213,17258229
2,700000,152130111,17571001
2,700000,150333737,17435764
2,800000,173956688,19777507
2,800000,171911024,20095189
2,800000,171705141,20113268
2,800000,174246302,19812144
2,800000,173495695,19887367
2,800000,172215115,19961531
2,800000,174028077,19963837
2,800000,174209544,19887929
2,800000,172274728,19827314
2,800000,175356205,19931564
2,900000,197669503,22390545
2,900000,194802098,22654769
2,900000,196733562,22363985
2,900000,196966307,22508572
2,900000,222504237,25971045
2,900000,195053173,22518457
2,900000,197445067,22570965
2,900000,195017845,22569327
2,900000,194553896,22587645
2,900000,194866921,22565370
2,1000000,218332607,25053410
2,1000000,218264395,24985222
2,1000000,218746485,25202755
2,1000000,220993035,24909233
2,1000000,221383452,25001280
2,1000000,219204276,24925860
2,1000000,221376238,24935884
2,1000000,218102240,24968043
2,1000000,220174794,25060373
2,1000000,217595923,24944248
2,1000000,219425422,25044017
2,1000000,221529712,24961177
2,1000000,218068936,25190985
2,1000000,218641243,25049261
2,1000000,247777425,28988419
2,1000000,247290589,28802440
2,1000000,218957837,24882224
2,1000000,221441393,24879088
2,1000000,220431680,24792266
2,1000000,221262218,25030930
2,2000000,464745742,49815489
2,2000000,465550799,49653261
2,2000000,464835330,49761572
2,2000000,465014412,49650561
2,2000000,460285067,49866570
2,2000000,460909537,49855315
2,2000000,462322805,49918287
2,2000000,461822835,49810266
2,2000000,465341532,49994198
2,2000000,464712946,49851271
2,3000000,719147707,74801175
2,3000000,712017000,75031805
2,3000000,713340870,74918683
2,3000000,718560143,75062067
2,3000000,713174426,74580890
2,3000000,712738764,74798175
2,3000000,808389368,88484829
2,3000000,713533591,74298687
2,3000000,717765918,75000420
2,3000000,718296372,74874941
2,4000000,976710068,100091981
2,4000000,978969418,100037602
2,4000000,977048187,99782980
2,4000000,976058565,99904778
2,4000000,971677106,99225570
2,4000000,966588057,98937750
2,4000000,967979616,99215156
2,4000000,968572310,99019639
2,4000000,968378312,98710904
2,4000000,978990314,99766059
2,5000000,1241658283,124747807
2,5000000,1227631862,123933266
2,5000000,1240566951,124951815
2,5000000,1226608621,123843785
2,5000000,1240081113,124532753
2,5000000,1394914721,149122626
2,5000000,1398471297,148872754
2,5000000,1231293344,124295117
2,5000000,1239441937,124933103
2,5000000,1229952911,123556950
2,6000000,1506595691,150102451
2,6000000,1698553302,177978406
2,6000000,1492187919,148628346
2,6000000,1490567675,148722471
