,T,N,SortTime,CombineTime,
8/21/2013 12:18,128,6000,90,130,130
8/21/2013 12:18,128,6000,112,104,104
8/21/2013 12:18,128,6000,105,173,173
8/21/2013 12:18,128,6000,24,92,92
8/21/2013 12:18,128,7000,39,171,171
8/21/2013 12:18,128,7000,133,154,154
8/21/2013 12:18,128,7000,31,127,127
8/21/2013 12:18,128,7000,105,98,98
8/21/2013 12:18,128,7000,58,123,123
8/21/2013 12:18,128,7000,612,155,155
8/21/2013 12:19,128,7000,30,190,190
8/21/2013 12:19,128,7000,36,7,7
8/21/2013 12:19,128,7000,107,137,137
8/21/2013 12:19,128,7000,186,112,112
8/21/2013 12:19,128,8000,54,152,152
8/21/2013 12:19,128,8000,41,123,123
8/21/2013 12:19,128,8000,28,168,168
8/21/2013 12:19,128,8000,105,132,132
8/21/2013 12:19,128,8000,43,185,185
8/21/2013 12:19,128,8000,111,328,328
8/21/2013 12:19,128,8000,78,124,124
8/21/2013 12:19,128,8000,60,125,125
8/21/2013 12:19,128,8000,43,129,129
8/21/2013 12:19,128,8000,122,127,127
8/21/2013 12:19,128,9000,160,286,286
8/21/2013 12:19,128,9000,212,231,231
8/21/2013 12:19,128,9000,38,192,192
8/21/2013 12:19,128,9000,75,163,163
8/21/2013 12:19,128,9000,42,9,9
8/21/2013 12:19,128,9000,40,130,130
8/21/2013 12:19,128,9000,68,133,133
8/21/2013 12:19,128,9000,48,103,103
8/21/2013 12:19,128,9000,51,207,207
8/21/2013 12:19,128,9000,54,133,133
8/21/2013 12:19,256,1000,317,52,52
8/21/2013 12:19,256,1000,58,53,53
8/21/2013 12:19,256,1000,52,73,73
8/21/2013 12:19,256,1000,294,43,43
8/21/2013 12:19,256,1000,33,56,56
8/21/2013 12:19,256,1000,37,67,67
8/21/2013 12:19,256,1000,51,178,178
8/21/2013 12:19,256,1000,44,71,71
8/21/2013 12:19,256,1000,53,44,44
8/21/2013 12:19,256,1000,23,57,57
8/21/2013 12:19,256,2000,100,61,61
8/21/2013 12:19,256,2000,32,77,77
8/21/2013 12:19,256,2000,58,63,63
8/21/2013 12:19,256,2000,46,62,62
8/21/2013 12:19,256,2000,47,75,75
8/21/2013 12:19,256,2000,97,58,58
8/21/2013 12:19,256,2000,46,61,61
8/21/2013 12:19,256,2000,55,64,64
8/21/2013 12:19,256,2000,43,172,172
8/21/2013 12:19,256,2000,108,63,63
8/21/2013 12:19,256,3000,48,71,71
8/21/2013 12:19,256,3000,48,73,73
8/21/2013 12:19,256,3000,43,75,75
8/21/2013 12:19,256,3000,145,75,75
8/21/2013 12:19,256,3000,38,85,85
8/21/2013 12:19,256,3000,36,68,68
8/21/2013 12:19,256,3000,118,74,74
8/21/2013 12:19,256,3000,37,137,137
8/21/2013 12:19,256,3000,51,75,75
8/21/2013 12:19,256,3000,45,148,148
8/21/2013 12:19,256,4000,50,166,166
8/21/2013 12:19,256,4000,53,87,87
8/21/2013 12:19,256,4000,50,81,81
8/21/2013 12:19,256,4000,43,70,70
8/21/2013 12:19,256,4000,36,74,74
8/21/2013 12:19,256,4000,46,92,92
8/21/2013 12:19,256,4000,46,102,102
8/21/2013 12:19,256,4000,55,86,86
8/21/2013 12:19,256,4000,50,824,824
8/21/2013 12:19,256,4000,48,78,78
8/21/2013 12:19,256,5000,84,123,123
8/21/2013 12:19,256,5000,35,157,157
8/21/2013 12:20,256,5000,54,171,171
8/21/2013 12:20,256,5000,45,778,778
8/21/2013 12:20,256,5000,46,75,75
8/21/2013 12:20,256,5000,56,409,409
8/21/2013 12:20,256,5000,48,93,93
8/21/2013 12:20,256,5000,50,183,183
8/21/2013 12:20,256,5000,31,115,115
8/21/2013 12:20,256,5000,38,83,83
8/21/2013 12:20,256,6000,34,199,199
8/21/2013 12:20,256,6000,34,100,100
8/21/2013 12:20,256,6000,43,124,124
8/21/2013 12:20,256,6000,44,208,208
8/21/2013 12:20,256,6000,48,158,158
8/21/2013 12:20,256,6000,106,112,112
8/21/2013 12:20,256,6000,74,210,210
8/21/2013 12:20,256,6000,111,137,137
8/21/2013 12:20,256,6000,41,113,113
8/21/2013 12:20,256,6000,44,182,182
8/21/2013 12:20,256,7000,37,142,142
8/21/2013 12:20,256,7000,41,106,106
8/21/2013 12:20,256,7000,34,143,143
8/21/2013 12:20,256,7000,47,148,148
8/21/2013 12:20,256,7000,59,118,118
8/21/2013 12:20,256,7000,54,211,211
8/21/2013 12:20,256,7000,110,137,137
8/21/2013 12:20,256,7000,54,228,228
8/21/2013 12:20,256,7000,34,238,238
8/21/2013 12:20,256,7000,56,221,221
8/21/2013 12:20,256,8000,40,142,142
8/21/2013 12:20,256,8000,253,136,136
8/21/2013 12:20,256,8000,55,135,135
8/21/2013 12:20,256,8000,56,622,622
8/21/2013 12:20,256,8000,33,115,115
8/21/2013 12:20,256,8000,39,192,192
8/21/2013 12:20,256,8000,61,153,153
8/21/2013 12:20,256,8000,53,208,208
8/21/2013 12:20,256,8000,85,656,656
8/21/2013 12:20,256,8000,63,158,158
8/21/2013 12:20,256,9000,45,126,126
8/21/2013 12:20,256,9000,93,220,220
8/21/2013 12:20,256,9000,59,141,141
8/21/2013 12:20,256,9000,43,130,130
8/21/2013 12:20,256,9000,54,200,200
8/21/2013 12:20,256,9000,92,191,191
8/21/2013 12:20,256,9000,69,250,250
8/21/2013 12:20,256,9000,41,180,180
8/21/2013 12:20,256,9000,55,142,142
8/21/2013 12:20,256,9000,94,264,264
8/21/2013 12:20,2,10000,25,54,54
8/21/2013 12:20,2,10000,22,56,56
8/21/2013 12:20,2,10000,24,55,55
8/21/2013 12:20,2,10000,21,54,54
8/21/2013 12:20,2,10000,23,54,54
8/21/2013 12:20,2,10000,25,55,55
8/21/2013 12:20,2,10000,27,54,54
8/21/2013 12:20,2,10000,32,54,54
8/21/2013 12:20,2,10000,27,60,60
8/21/2013 12:20,2,10000,24,55,55
8/21/2013 12:20,2,20000,34,66,66
8/21/2013 12:20,2,20000,35,65,65
8/21/2013 12:20,2,20000,27,64,64
8/21/2013 12:20,2,20000,35,69,69
8/21/2013 12:20,2,20000,28,69,69
8/21/2013 12:20,2,20000,24,65,65
8/21/2013 12:20,2,20000,31,69,69
8/21/2013 12:20,2,20000,27,68,68
8/21/2013 12:20,2,20000,30,63,63
8/21/2013 12:20,2,20000,22,67,67
8/21/2013 12:20,2,30000,32,81,81
8/21/2013 12:20,2,30000,35,79,79
8/21/2013 12:20,2,30000,31,80,80
8/21/2013 12:20,2,30000,40,79,79
8/21/2013 12:20,2,30000,31,77,77
8/21/2013 12:20,2,30000,32,79,79
8/21/2013 12:21,2,30000,42,87,87
8/21/2013 12:21,2,30000,32,80,80
8/21/2013 12:21,2,30000,36,81,81
8/21/2013 12:21,2,30000,34,83,83
8/21/2013 12:21,2,40000,41,84,84
8/21/2013 12:21,2,40000,46,83,83
8/21/2013 12:21,2,40000,28,82,82
8/21/2013 12:21,2,40000,44,79,79
8/21/2013 12:21,2,40000,38,80,80
8/21/2013 12:21,2,40000,41,79,79
8/21/2013 12:21,2,40000,30,83,83
8/21/2013 12:21,2,40000,48,79,79
8/21/2013 12:21,2,40000,39,79,79
8/21/2013 12:21,2,40000,45,80,80
8/21/2013 12:21,2,50000,38,84,84
8/21/2013 12:21,2,50000,44,83,83
8/21/2013 12:21,2,50000,41,79,79
8/21/2013 12:21,2,50000,44,82,82
8/21/2013 12:21,2,50000,47,81,81
8/21/2013 12:21,2,50000,39,79,79
8/21/2013 12:21,2,50000,43,82,82
8/21/2013 12:21,2,50000,50,80,80
8/21/2013 12:21,2,50000,43,84,84
8/21/2013 12:21,2,50000,44,83,83
8/21/2013 12:21,2,60000,45,86,86
8/21/2013 12:21,2,60000,41,83,83
8/21/2013 12:21,2,60000,45,82,82
8/21/2013 12:21,2,60000,40,86,86
8/21/2013 12:21,2,60000,41,86,86
8/21/2013 12:21,2,60000,36,85,85
8/21/2013 12:21,2,60000,41,89,89
8/21/2013 12:21,2,60000,41,80,80
8/21/2013 12:21,2,60000,39,91,91
8/21/2013 12:21,2,60000,56,85,85
8/21/2013 12:21,2,70000,46,84,84
8/21/2013 12:21,2,70000,53,89,89
8/21/2013 12:21,2,70000,45,86,86
8/21/2013 12:21,2,70000,40,89,89
8/21/2013 12:21,2,70000,35,92,92
8/21/2013 12:21,2,70000,35,89,89
8/21/2013 12:21,2,70000,39,92,92
8/21/2013 12:21,2,70000,37,88,88
8/21/2013 12:21,2,70000,42,92,92
8/21/2013 12:21,2,70000,48,89,89
8/21/2013 12:21,2,80000,44,93,93
8/21/2013 12:21,2,80000,50,85,85
8/21/2013 12:21,2,80000,44,90,90
8/21/2013 12:21,2,80000,51,89,89
8/21/2013 12:21,2,80000,43,87,87
8/21/2013 12:21,2,80000,44,86,86
8/21/2013 12:21,2,80000,46,88,88
8/21/2013 12:21,2,80000,56,89,89
8/21/2013 12:21,2,80000,49,104,104
8/21/2013 12:21,2,80000,43,88,88
8/21/2013 12:21,2,90000,41,92,92
8/21/2013 12:21,2,90000,45,93,93
8/21/2013 12:21,2,90000,46,100,100
8/21/2013 12:21,2,90000,50,84,84
8/21/2013 12:21,2,90000,38,98,98
8/21/2013 12:21,2,90000,46,96,96
8/21/2013 12:21,2,90000,44,96,96
8/21/2013 12:21,2,90000,38,95,95
8/21/2013 12:21,2,90000,48,105,105
8/21/2013 12:21,2,90000,56,95,95
8/21/2013 12:21,4,10000,35,56,56
8/21/2013 12:21,4,10000,30,55,55
8/21/2013 12:21,4,10000,39,56,56
8/21/2013 12:21,4,10000,32,54,54
8/21/2013 12:21,4,10000,30,56,56
8/21/2013 12:21,4,10000,36,55,55
8/21/2013 12:21,4,10000,39,60,60
8/21/2013 12:21,4,10000,30,55,55
8/21/2013 12:21,4,10000,31,62,62
8/21/2013 12:21,4,10000,37,57,57
8/21/2013 12:21,4,20000,33,61,61
8/21/2013 12:21,4,20000,35,72,72
8/21/2013 12:21,4,20000,34,73,73
8/21/2013 12:21,4,20000,33,77,77
8/21/2013 12:21,4,20000,33,74,74
8/21/2013 12:21,4,20000,29,75,75
8/21/2013 12:21,4,20000,24,76,76
8/21/2013 12:21,4,20000,24,77,77
8/21/2013 12:21,4,20000,41,76,76
8/21/2013 12:21,4,20000,26,76,76
8/21/2013 12:21,4,30000,46,74,74
8/21/2013 12:21,4,30000,37,82,82
8/21/2013 12:21,4,30000,46,78,78
8/21/2013 12:21,4,30000,38,75,75
8/21/2013 12:21,4,30000,54,82,82
8/21/2013 12:21,4,30000,30,82,82
8/21/2013 12:21,4,30000,45,79,79
8/21/2013 12:21,4,30000,33,77,77
8/21/2013 12:21,4,30000,32,76,76
8/21/2013 12:21,4,30000,42,78,78
8/21/2013 12:21,4,40000,55,68,68
8/21/2013 12:21,4,40000,48,81,81
8/21/2013 12:21,4,40000,55,83,83
8/21/2013 12:21,4,40000,48,75,75
8/21/2013 12:21,4,40000,64,67,67
8/21/2013 12:21,4,40000,35,77,77
8/21/2013 12:21,4,40000,44,80,80
8/21/2013 12:21,4,40000,57,69,69
8/21/2013 12:21,4,40000,57,78,78
8/21/2013 12:21,4,40000,62,72,72
8/21/2013 12:22,4,50000,57,71,71
8/21/2013 12:22,4,50000,50,83,83
8/21/2013 12:22,4,50000,50,68,68
8/21/2013 12:22,4,50000,50,84,84
8/21/2013 12:22,4,50000,68,68,68
8/21/2013 12:22,4,50000,57,69,69
8/21/2013 12:22,4,50000,43,79,79
8/21/2013 12:22,4,50000,55,68,68
8/21/2013 12:22,4,50000,48,85,85
8/21/2013 12:22,4,50000,57,69,69
8/21/2013 12:22,4,60000,64,72,72
8/21/2013 12:22,4,60000,59,88,88
8/21/2013 12:22,4,60000,65,82,82
8/21/2013 12:22,4,60000,47,85,85
8/21/2013 12:22,4,60000,63,71,71
8/21/2013 12:22,4,60000,52,84,84
8/21/2013 12:22,4,60000,53,73,73
8/21/2013 12:22,4,60000,55,71,71
8/21/2013 12:22,4,60000,47,83,83
8/21/2013 12:22,4,60000,65,71,71
8/21/2013 12:22,4,70000,66,80,80
8/21/2013 12:22,4,70000,78,77,77
8/21/2013 12:22,4,70000,65,79,79
8/21/2013 12:22,4,70000,71,80,80
8/21/2013 12:22,4,70000,61,85,85
8/21/2013 12:22,4,70000,57,90,90
8/21/2013 12:22,4,70000,63,82,82
8/21/2013 12:22,4,70000,52,81,81
8/21/2013 12:22,4,70000,74,82,82
8/21/2013 12:22,4,70000,60,79,79
8/21/2013 12:22,4,80000,76,90,90
8/21/2013 12:22,4,80000,54,93,93
8/21/2013 12:22,4,80000,69,83,83
8/21/2013 12:22,4,80000,66,81,81
8/21/2013 12:22,4,80000,66,84,84
8/21/2013 12:22,4,80000,62,85,85
8/21/2013 12:22,4,80000,69,82,82
8/21/2013 12:22,4,80000,79,82,82
8/21/2013 12:22,4,80000,70,84,84
8/21/2013 12:22,4,80000,57,82,82
8/21/2013 12:22,4,90000,75,84,84
8/21/2013 12:22,4,90000,71,88,88
8/21/2013 12:22,4,90000,68,86,86
8/21/2013 12:22,4,90000,63,92,92
8/21/2013 12:22,4,90000,75,82,82
8/21/2013 12:22,4,90000,67,86,86
8/21/2013 12:22,4,90000,72,85,85
8/21/2013 12:22,4,90000,66,84,84
8/21/2013 12:22,4,90000,59,88,88
8/21/2013 12:22,4,90000,65,91,91
8/21/2013 12:22,8,10000,52,68,68
8/21/2013 12:22,8,10000,30,62,62
8/21/2013 12:22,8,10000,26,72,72
8/21/2013 12:22,8,10000,29,79,79
8/21/2013 12:22,8,10000,25,52,52
8/21/2013 12:22,8,10000,44,79,79
8/21/2013 12:22,8,10000,45,64,64
8/21/2013 12:22,8,10000,40,60,60
8/21/2013 12:22,8,10000,47,73,73
8/21/2013 12:22,8,10000,27,43,43
8/21/2013 12:22,8,20000,35,97,97
8/21/2013 12:22,8,20000,54,89,89
8/21/2013 12:22,8,20000,33,82,82
8/21/2013 12:22,8,20000,38,91,91
8/21/2013 12:22,8,20000,50,86,86
8/21/2013 12:22,8,20000,37,97,97
8/21/2013 12:22,8,20000,34,89,89
8/21/2013 12:22,8,20000,49,92,92
8/21/2013 12:22,8,20000,33,79,79
8/21/2013 12:22,8,20000,73,93,93
8/21/2013 12:22,8,30000,46,102,102
8/21/2013 12:22,8,30000,46,112,112
8/21/2013 12:22,8,30000,42,115,115
8/21/2013 12:22,8,30000,39,105,105
8/21/2013 12:22,8,30000,61,109,109
8/21/2013 12:22,8,30000,58,107,107
8/21/2013 12:22,8,30000,46,108,108
8/21/2013 12:22,8,30000,58,107,107
8/21/2013 12:22,8,30000,30,67,67
8/21/2013 12:22,8,30000,40,106,106
8/21/2013 12:22,8,40000,30,116,116
8/21/2013 12:22,8,40000,48,115,115
8/21/2013 12:22,8,40000,44,113,113
8/21/2013 12:22,8,40000,52,110,110
8/21/2013 12:22,8,40000,53,104,104
8/21/2013 12:22,8,40000,51,99,99
8/21/2013 12:22,8,40000,49,106,106
8/21/2013 12:22,8,40000,49,109,109
8/21/2013 12:22,8,40000,53,101,101
8/21/2013 12:22,8,40000,62,106,106
8/21/2013 12:22,8,50000,64,113,113
8/21/2013 12:22,8,50000,66,109,109
8/21/2013 12:22,8,50000,56,110,110
8/21/2013 12:22,8,50000,76,112,112
8/21/2013 12:22,8,50000,49,98,98
8/21/2013 12:22,8,50000,63,115,115
8/21/2013 12:22,8,50000,60,118,118
8/21/2013 12:22,8,50000,79,112,112
8/21/2013 12:22,8,50000,55,104,104
8/21/2013 12:22,8,50000,61,97,97
8/21/2013 12:23,8,60000,53,114,114
8/21/2013 12:23,8,60000,42,103,103
8/21/2013 12:23,8,60000,57,105,105
8/21/2013 12:23,8,60000,60,113,113
8/21/2013 12:23,8,60000,67,114,114
8/21/2013 12:23,8,60000,63,115,115
8/21/2013 12:23,8,60000,72,111,111
8/21/2013 12:23,8,60000,70,107,107
8/21/2013 12:23,8,60000,49,110,110
8/21/2013 12:23,8,60000,64,110,110
8/21/2013 12:23,8,70000,56,108,108
8/21/2013 12:23,8,70000,78,117,117
8/21/2013 12:23,8,70000,73,105,105
8/21/2013 12:23,8,70000,76,114,114
8/21/2013 12:23,8,70000,68,112,112
8/21/2013 12:23,8,70000,57,121,121
8/21/2013 12:23,8,70000,72,106,106
8/21/2013 12:23,8,70000,61,117,117
8/21/2013 12:23,8,70000,67,119,119
8/21/2013 12:23,8,70000,44,115,115
8/21/2013 12:23,8,80000,62,109,109
8/21/2013 12:23,8,80000,77,114,114
8/21/2013 12:23,8,80000,79,112,112
8/21/2013 12:23,8,80000,53,110,110
8/21/2013 12:23,8,80000,53,115,115
8/21/2013 12:23,8,80000,50,117,117
8/21/2013 12:23,8,80000,65,109,109
8/21/2013 12:23,8,80000,86,113,113
8/21/2013 12:23,8,80000,72,118,118
8/21/2013 12:23,8,80000,79,116,116
8/21/2013 12:23,8,90000,63,129,129
8/21/2013 12:23,8,90000,69,112,112
8/21/2013 12:23,8,90000,76,122,122
8/21/2013 12:23,8,90000,61,118,118
8/21/2013 12:23,8,90000,63,129,129
8/21/2013 12:23,8,90000,67,131,131
8/21/2013 12:23,8,90000,63,123,123
8/21/2013 12:23,8,90000,60,136,136
8/21/2013 12:23,8,90000,58,121,121
8/21/2013 12:23,8,90000,68,128,128
8/21/2013 12:23,16,10000,54,72,72
8/21/2013 12:23,16,10000,48,57,57
8/21/2013 12:23,16,10000,63,82,82
8/21/2013 12:23,16,10000,36,76,76
8/21/2013 12:23,16,10000,49,92,92
8/21/2013 12:23,16,10000,56,71,71
8/21/2013 12:23,16,10000,39,6,6
8/21/2013 12:23,16,10000,70,68,68
8/21/2013 12:23,16,10000,55,75,75
8/21/2013 12:23,16,10000,28,76,76
8/21/2013 12:23,16,20000,36,89,89
8/21/2013 12:23,16,20000,39,92,92
8/21/2013 12:23,16,20000,33,98,98
8/21/2013 12:23,16,20000,38,87,87
8/21/2013 12:23,16,20000,38,86,86
8/21/2013 12:23,16,20000,42,99,99
8/21/2013 12:23,16,20000,34,7,7
8/21/2013 12:23,16,20000,42,90,90
8/21/2013 12:23,16,20000,57,86,86
8/21/2013 12:23,16,20000,36,106,106
8/21/2013 12:23,16,30000,46,8,8
8/21/2013 12:23,16,30000,53,88,88
8/21/2013 12:23,16,30000,62,113,113
8/21/2013 12:23,16,30000,47,96,96
8/21/2013 12:23,16,30000,42,97,97
8/21/2013 12:23,16,30000,55,106,106
8/21/2013 12:23,16,30000,56,110,110
8/21/2013 12:23,16,30000,59,88,88
8/21/2013 12:23,16,30000,57,96,96
8/21/2013 12:23,16,30000,64,107,107
8/21/2013 12:23,16,40000,70,117,117
8/21/2013 12:23,16,40000,39,120,120
8/21/2013 12:23,16,40000,32,102,102
8/21/2013 12:23,16,40000,67,114,114
8/21/2013 12:23,16,40000,86,90,90
8/21/2013 12:23,16,40000,51,97,97
8/21/2013 12:23,16,40000,65,113,113
8/21/2013 12:23,16,40000,72,8,8
8/21/2013 12:23,16,40000,65,107,107
8/21/2013 12:23,16,40000,82,106,106
8/21/2013 12:23,16,50000,78,114,114
8/21/2013 12:23,16,50000,51,117,117
8/21/2013 12:23,16,50000,76,119,119
8/21/2013 12:23,16,50000,89,186,186
8/21/2013 12:23,16,50000,52,100,100
8/21/2013 12:23,16,50000,69,113,113
8/21/2013 12:23,16,50000,69,111,111
8/21/2013 12:23,16,50000,67,110,110
8/21/2013 12:23,16,50000,66,101,101
8/21/2013 12:23,16,50000,70,86,86
8/21/2013 12:23,16,60000,59,115,115
8/21/2013 12:23,16,60000,82,116,116
8/21/2013 12:23,16,60000,67,96,96
8/21/2013 12:24,16,60000,67,104,104
8/21/2013 12:24,16,60000,42,109,109
8/21/2013 12:24,16,60000,44,99,99
8/21/2013 12:24,16,60000,54,119,119
8/21/2013 12:24,16,60000,57,113,113
8/21/2013 12:24,16,60000,70,109,109
8/21/2013 12:24,16,60000,61,122,122
8/21/2013 12:24,16,70000,54,114,114
8/21/2013 12:24,16,70000,75,106,106
8/21/2013 12:24,16,70000,109,126,126
8/21/2013 12:24,16,70000,66,118,118
8/21/2013 12:24,16,70000,65,114,114
8/21/2013 12:24,16,70000,86,119,119
8/21/2013 12:24,16,70000,82,119,119
8/21/2013 12:24,16,70000,90,127,127
8/21/2013 12:24,16,70000,64,111,111
8/21/2013 12:24,16,70000,81,116,116
8/21/2013 12:24,16,80000,93,119,119
8/21/2013 12:24,16,80000,99,127,127
8/21/2013 12:24,16,80000,132,121,121
8/21/2013 12:24,16,80000,55,127,127
8/21/2013 12:24,16,80000,56,114,114
8/21/2013 12:24,16,80000,51,128,128
8/21/2013 12:24,16,80000,53,122,122
8/21/2013 12:24,16,80000,49,9,9
8/21/2013 12:24,16,80000,69,118,118
8/21/2013 12:24,16,80000,117,125,125
8/21/2013 12:24,16,90000,37,114,114
8/21/2013 12:24,16,90000,78,119,119
8/21/2013 12:24,16,90000,64,117,117
8/21/2013 12:24,16,90000,93,7,7
8/21/2013 12:24,16,90000,59,132,132
8/21/2013 12:24,16,90000,42,117,117
8/21/2013 12:24,16,90000,88,124,124
8/21/2013 12:24,16,90000,97,116,116
8/21/2013 12:24,16,90000,90,127,127
8/21/2013 12:24,16,90000,63,131,131
8/21/2013 12:24,32,10000,65,78,78
8/21/2013 12:24,32,10000,118,82,82
8/21/2013 12:24,32,10000,64,87,87
8/21/2013 12:24,32,10000,57,80,80
8/21/2013 12:24,32,10000,52,80,80
8/21/2013 12:24,32,10000,54,77,77
8/21/2013 12:24,32,10000,81,80,80
8/21/2013 12:24,32,10000,36,57,57
8/21/2013 12:24,32,10000,36,82,82
8/21/2013 12:24,32,10000,36,88,88
8/21/2013 12:24,32,20000,137,150,150
8/21/2013 12:24,32,20000,46,98,98
8/21/2013 12:24,32,20000,86,121,121
8/21/2013 12:24,32,20000,50,114,114
8/21/2013 12:24,32,20000,51,109,109
8/21/2013 12:24,32,20000,64,125,125
8/21/2013 12:24,32,20000,108,120,120
8/21/2013 12:24,32,20000,40,120,120
8/21/2013 12:24,32,20000,68,89,89
8/21/2013 12:24,32,20000,164,130,130
8/21/2013 12:24,32,30000,54,127,127
8/21/2013 12:24,32,30000,175,165,165
8/21/2013 12:24,32,30000,54,151,151
8/21/2013 12:24,32,30000,62,144,144
8/21/2013 12:24,32,30000,142,154,154
8/21/2013 12:24,32,30000,123,145,145
8/21/2013 12:24,32,30000,64,134,134
8/21/2013 12:24,32,30000,57,134,134
8/21/2013 12:24,32,30000,149,149,149
8/21/2013 12:24,32,30000,57,143,143
8/21/2013 12:24,32,40000,77,149,149
8/21/2013 12:24,32,40000,70,147,147
8/21/2013 12:24,32,40000,77,148,148
8/21/2013 12:24,32,40000,83,159,159
8/21/2013 12:24,32,40000,87,144,144
8/21/2013 12:24,32,40000,38,162,162
8/21/2013 12:24,32,40000,165,151,151
8/21/2013 12:24,32,40000,121,164,164
8/21/2013 12:24,32,40000,160,177,177
8/21/2013 12:24,32,40000,79,157,157
8/21/2013 12:24,32,50000,80,151,151
8/21/2013 12:24,32,50000,116,171,171
8/21/2013 12:24,32,50000,139,154,154
8/21/2013 12:24,32,50000,74,144,144
8/21/2013 12:24,32,50000,92,163,163
8/21/2013 12:24,32,50000,87,142,142
8/21/2013 12:24,32,50000,73,168,168
8/21/2013 12:25,32,50000,90,155,155
8/21/2013 12:25,32,50000,85,181,181
8/21/2013 12:25,32,50000,48,155,155
8/21/2013 12:25,32,60000,120,150,150
8/21/2013 12:25,32,60000,181,157,157
8/21/2013 12:25,32,60000,120,187,187
8/21/2013 12:25,32,60000,89,153,153
8/21/2013 12:25,32,60000,91,167,167
8/21/2013 12:25,32,60000,87,158,158
8/21/2013 12:25,32,60000,50,179,179
8/21/2013 12:25,32,60000,93,176,176
8/21/2013 12:25,32,60000,39,171,171
8/21/2013 12:25,32,60000,54,156,156
8/21/2013 12:25,32,70000,181,188,188
8/21/2013 12:25,32,70000,226,169,169
8/21/2013 12:25,32,70000,57,149,149
8/21/2013 12:25,32,70000,102,187,187
8/21/2013 12:25,32,70000,207,167,167
8/21/2013 12:25,32,70000,100,166,166
8/21/2013 12:25,32,70000,183,163,163
8/21/2013 12:25,32,70000,92,168,168
8/21/2013 12:25,32,70000,127,174,174
8/21/2013 12:25,32,70000,164,177,177
8/21/2013 12:25,32,80000,67,150,150
8/21/2013 12:25,32,80000,138,189,189
8/21/2013 12:25,32,80000,105,178,178
8/21/2013 12:25,32,80000,45,175,175
8/21/2013 12:25,32,80000,99,170,170
8/21/2013 12:25,32,80000,99,158,158
8/21/2013 12:25,32,80000,133,170,170
8/21/2013 12:25,32,80000,100,174,174
8/21/2013 12:25,32,80000,84,163,163
8/21/2013 12:25,32,80000,122,167,167
8/21/2013 12:25,32,90000,80,172,172
8/21/2013 12:25,32,90000,125,161,161
8/21/2013 12:25,32,90000,108,162,162
8/21/2013 12:25,32,90000,63,184,184
8/21/2013 12:25,32,90000,115,176,176
8/21/2013 12:25,32,90000,125,183,183
8/21/2013 12:25,32,90000,71,160,160
8/21/2013 12:25,32,90000,100,161,161
8/21/2013 12:25,32,90000,123,159,159
8/21/2013 12:25,32,90000,53,172,172
8/21/2013 12:25,64,10000,46,98,98
8/21/2013 12:25,64,10000,62,102,102
8/21/2013 12:25,64,10000,71,130,130
8/21/2013 12:25,64,10000,50,145,145
8/21/2013 12:25,64,10000,54,119,119
8/21/2013 12:25,64,10000,49,106,106
8/21/2013 12:25,64,10000,67,108,108
8/21/2013 12:25,64,10000,39,95,95
8/21/2013 12:25,64,10000,45,81,81
8/21/2013 12:25,64,10000,62,127,127
8/21/2013 12:25,64,20000,92,160,160
8/21/2013 12:25,64,20000,117,135,135
8/21/2013 12:25,64,20000,104,142,142
8/21/2013 12:25,64,20000,93,147,147
8/21/2013 12:25,64,20000,64,140,140
8/21/2013 12:25,64,20000,81,163,163
8/21/2013 12:25,64,20000,58,164,164
8/21/2013 12:25,64,20000,53,121,121
8/21/2013 12:25,64,20000,156,148,148
8/21/2013 12:25,64,20000,65,127,127
8/21/2013 12:25,64,30000,93,147,147
8/21/2013 12:25,64,30000,184,163,163
8/21/2013 12:25,64,30000,53,148,148
8/21/2013 12:25,64,30000,51,164,164
8/21/2013 12:25,64,30000,84,130,130
8/21/2013 12:25,64,30000,53,164,164
8/21/2013 12:25,64,30000,55,144,144
8/21/2013 12:25,64,30000,76,140,140
8/21/2013 12:25,64,30000,68,146,146
8/21/2013 12:25,64,30000,100,167,167
8/21/2013 12:25,64,40000,199,176,176
8/21/2013 12:25,64,40000,50,160,160
8/21/2013 12:25,64,40000,108,182,182
8/21/2013 12:25,64,40000,96,154,154
8/21/2013 12:26,64,40000,133,157,157
8/21/2013 12:26,64,40000,76,179,179
8/21/2013 12:26,64,40000,146,193,193
8/21/2013 12:26,64,40000,105,135,135
8/21/2013 12:26,64,40000,136,176,176
8/21/2013 12:26,64,40000,77,156,156
8/21/2013 12:26,64,50000,78,157,157
8/21/2013 12:26,64,50000,64,174,174
8/21/2013 12:26,64,50000,75,184,184
8/21/2013 12:26,64,50000,69,189,189
8/21/2013 12:26,64,50000,69,8,8
8/21/2013 12:26,64,50000,130,194,194
8/21/2013 12:26,64,50000,72,172,172
8/21/2013 12:26,64,50000,74,195,195
8/21/2013 12:26,64,50000,159,151,151
8/21/2013 12:26,64,50000,56,9,9
8/21/2013 12:26,64,60000,189,182,182
8/21/2013 12:26,64,60000,69,196,196
8/21/2013 12:26,64,60000,81,183,183
8/21/2013 12:26,64,60000,88,176,176
8/21/2013 12:26,64,60000,109,201,201
8/21/2013 12:26,64,60000,64,9,9
8/21/2013 12:26,64,60000,158,214,214
8/21/2013 12:26,64,60000,79,164,164
8/21/2013 12:26,64,60000,93,178,178
8/21/2013 12:26,64,60000,77,191,191
8/21/2013 12:26,64,70000,168,177,177
