,T,N,SortTime,CombineTime,
8/21/2013 12:37,64,400000,119,263,263
8/21/2013 12:37,64,400000,262,287,287
8/21/2013 12:37,64,400000,212,335,335
8/21/2013 12:37,64,400000,114,227,227
8/21/2013 12:37,64,400000,116,311,311
8/21/2013 12:37,64,400000,205,287,287
8/21/2013 12:37,64,500000,290,266,266
8/21/2013 12:37,64,500000,194,263,263
8/21/2013 12:37,64,500000,196,299,299
8/21/2013 12:37,64,500000,113,337,337
8/21/2013 12:37,64,500000,336,242,242
8/21/2013 12:37,64,500000,298,908,908
8/21/2013 12:37,64,500000,156,279,279
8/21/2013 12:37,64,500000,210,235,235
8/21/2013 12:37,64,500000,225,280,280
8/21/2013 12:37,64,500000,289,291,291
8/21/2013 12:37,64,600000,120,360,360
8/21/2013 12:37,64,600000,192,303,303
8/21/2013 12:37,64,600000,223,334,334
8/21/2013 12:37,64,600000,208,307,307
8/21/2013 12:37,64,600000,287,1133,1133
8/21/2013 12:37,64,600000,137,325,325
8/21/2013 12:37,64,600000,447,352,352
8/21/2013 12:37,64,600000,256,282,282
8/21/2013 12:37,64,600000,339,307,307
8/21/2013 12:37,64,600000,190,305,305
8/21/2013 12:37,64,700000,171,417,417
8/21/2013 12:37,64,700000,103,348,348
8/21/2013 12:38,64,700000,204,375,375
8/21/2013 12:38,64,700000,154,363,363
8/21/2013 12:38,64,700000,238,360,360
8/21/2013 12:38,64,700000,303,9,9
8/21/2013 12:38,64,700000,201,349,349
8/21/2013 12:38,64,700000,175,371,371
8/21/2013 12:38,64,700000,134,414,414
8/21/2013 12:38,64,700000,186,400,400
8/21/2013 12:38,64,800000,169,344,344
8/21/2013 12:38,64,800000,194,371,371
8/21/2013 12:38,64,800000,127,410,410
8/21/2013 12:38,64,800000,252,338,338
8/21/2013 12:38,64,800000,140,374,374
8/21/2013 12:38,64,800000,143,405,405
8/21/2013 12:38,64,800000,123,385,385
8/21/2013 12:38,64,800000,274,334,334
8/21/2013 12:38,64,800000,143,351,351
8/21/2013 12:38,64,800000,186,319,319
8/21/2013 12:38,64,900000,391,336,336
8/21/2013 12:38,64,900000,218,348,348
8/21/2013 12:38,64,900000,394,323,323
8/21/2013 12:38,64,900000,258,442,442
8/21/2013 12:38,64,900000,242,410,410
8/21/2013 12:38,64,900000,202,356,356
8/21/2013 12:38,64,900000,239,331,331
8/21/2013 12:38,64,900000,256,328,328
8/21/2013 12:38,64,900000,217,385,385
8/21/2013 12:38,64,900000,186,387,387
8/21/2013 12:38,128,100000,92,384,384
8/21/2013 12:38,128,100000,122,8,8
8/21/2013 12:38,128,100000,112,353,353
8/21/2013 12:38,128,100000,112,490,490
8/21/2013 12:38,128,100000,109,376,376
8/21/2013 12:38,128,100000,136,432,432
8/21/2013 12:38,128,100000,83,300,300
8/21/2013 12:38,128,100000,113,336,336
8/21/2013 12:38,128,100000,182,401,401
8/21/2013 12:38,128,100000,274,424,424
8/21/2013 12:38,128,200000,148,392,392
8/21/2013 12:38,128,200000,171,462,462
8/21/2013 12:38,128,200000,116,429,429
8/21/2013 12:38,128,200000,99,465,465
8/21/2013 12:39,128,200000,128,383,383
8/21/2013 12:39,128,200000,160,594,594
8/21/2013 12:39,128,200000,172,498,498
8/21/2013 12:39,128,200000,161,480,480
8/21/2013 12:39,128,200000,189,496,496
8/21/2013 12:39,128,200000,266,415,415
8/21/2013 12:39,128,300000,216,484,484
8/21/2013 12:39,128,300000,224,450,450
8/21/2013 12:39,128,300000,306,563,563
8/21/2013 12:39,128,300000,231,437,437
8/21/2013 12:39,128,300000,266,410,410
8/21/2013 12:39,128,300000,248,435,435
8/21/2013 12:39,128,300000,249,7,7
8/21/2013 12:39,128,300000,250,8,8
8/21/2013 12:39,128,300000,328,491,491
8/21/2013 12:39,128,300000,281,557,557
8/21/2013 12:39,128,400000,156,497,497
8/21/2013 12:39,128,400000,252,508,508
8/21/2013 12:39,128,400000,206,602,602
8/21/2013 12:39,128,400000,212,526,526
8/21/2013 12:39,128,400000,166,615,615
8/21/2013 12:39,128,400000,212,552,552
8/21/2013 12:39,128,400000,179,518,518
8/21/2013 12:39,128,400000,287,556,556
8/21/2013 12:39,128,400000,255,753,753
8/21/2013 12:39,128,400000,273,1620,1620
8/21/2013 12:39,128,500000,289,625,625
8/21/2013 12:39,128,500000,388,502,502
8/21/2013 12:39,128,500000,428,556,556
8/21/2013 12:39,128,500000,290,675,675
8/21/2013 12:39,128,500000,343,572,572
8/21/2013 12:39,128,500000,281,622,622
8/21/2013 12:39,128,500000,254,601,601
8/21/2013 12:39,128,500000,387,471,471
8/21/2013 12:39,128,500000,220,611,611
8/21/2013 12:39,128,500000,292,529,529
8/21/2013 12:40,128,600000,267,632,632
8/21/2013 12:40,128,600000,302,9,9
8/21/2013 12:40,128,600000,270,576,576
8/21/2013 12:40,128,600000,162,634,634
8/21/2013 12:40,128,600000,272,741,741
8/21/2013 12:40,128,600000,164,492,492
8/21/2013 12:40,128,600000,310,940,940
8/21/2013 12:40,128,600000,177,716,716
8/21/2013 12:40,128,600000,103,658,658
8/21/2013 12:40,128,600000,281,603,603
8/21/2013 12:40,128,700000,258,949,949
8/21/2013 12:40,128,700000,191,952,952
8/21/2013 12:40,128,700000,315,619,619
8/21/2013 12:40,128,700000,289,551,551
8/21/2013 12:40,128,700000,274,441,441
8/21/2013 12:40,128,700000,541,774,774
8/21/2013 12:40,128,700000,250,604,604
8/21/2013 12:40,128,700000,214,576,576
8/21/2013 12:40,128,700000,482,544,544
8/21/2013 12:40,128,700000,274,758,758
8/21/2013 12:40,128,800000,129,570,570
8/21/2013 12:40,128,800000,327,518,518
8/21/2013 12:40,128,800000,340,1012,1012
8/21/2013 12:40,128,800000,165,657,657
8/21/2013 12:40,128,800000,124,639,639
8/21/2013 12:40,128,800000,169,560,560
8/21/2013 12:40,128,800000,291,612,612
8/21/2013 12:40,128,800000,257,691,691
8/21/2013 12:40,128,800000,90,662,662
8/21/2013 12:40,128,800000,431,957,957
8/21/2013 12:40,128,900000,231,705,705
8/21/2013 12:41,128,900000,255,612,612
8/21/2013 12:41,128,900000,489,680,680
8/21/2013 12:41,128,900000,238,621,621
8/21/2013 12:41,128,900000,152,944,944
8/21/2013 12:41,128,900000,249,857,857
8/21/2013 12:41,128,900000,207,805,805
8/21/2013 12:41,128,900000,176,741,741
8/21/2013 12:41,128,900000,515,585,585
8/21/2013 12:41,128,900000,409,1100,1100
8/21/2013 12:41,256,100000,108,383,383
8/21/2013 12:41,256,100000,138,399,399
8/21/2013 12:41,256,100000,95,262,262
8/21/2013 12:41,256,100000,138,409,409
8/21/2013 12:41,256,100000,198,384,384
8/21/2013 12:41,256,100000,92,2378,2378
8/21/2013 12:41,256,100000,190,9,9
8/21/2013 12:41,256,100000,156,464,464
8/21/2013 12:41,256,100000,363,502,502
8/21/2013 12:41,256,100000,149,480,480
8/21/2013 12:41,256,200000,146,831,831
8/21/2013 12:41,256,200000,119,2557,2557
8/21/2013 12:41,256,200000,105,501,501
8/21/2013 12:41,256,200000,139,445,445
8/21/2013 12:41,256,200000,145,463,463
8/21/2013 12:41,256,200000,163,775,775
8/21/2013 12:41,256,200000,118,502,502
8/21/2013 12:41,256,200000,98,638,638
8/21/2013 12:41,256,200000,133,412,412
8/21/2013 12:41,256,200000,137,1022,1022
8/21/2013 12:41,256,300000,166,464,464
8/21/2013 12:41,256,300000,368,1031,1031
8/21/2013 12:41,256,300000,103,542,542
8/21/2013 12:42,256,300000,129,807,807
8/21/2013 12:42,256,300000,252,620,620
8/21/2013 12:42,256,300000,146,630,630
8/21/2013 12:42,256,300000,125,629,629
8/21/2013 12:42,256,300000,364,894,894
8/21/2013 12:42,256,300000,147,657,657
8/21/2013 12:42,256,300000,145,943,943
8/21/2013 12:42,256,400000,221,913,913
8/21/2013 12:42,256,400000,207,348,348
8/21/2013 12:42,256,400000,313,648,648
8/21/2013 12:42,256,400000,316,578,578
8/21/2013 12:42,256,400000,337,641,641
8/21/2013 12:42,256,400000,279,641,641
8/21/2013 12:42,256,400000,301,484,484
8/21/2013 12:42,256,400000,179,559,559
8/21/2013 12:42,256,400000,222,617,617
8/21/2013 12:42,256,400000,241,552,552
8/21/2013 12:42,256,500000,182,605,605
8/21/2013 12:42,256,500000,222,8,8
8/21/2013 12:42,256,500000,247,509,509
8/21/2013 12:42,256,500000,259,612,612
8/21/2013 12:42,256,500000,215,625,625
8/21/2013 12:42,256,500000,188,862,862
8/21/2013 12:42,256,500000,251,13,13
8/21/2013 12:42,256,500000,191,594,594
8/21/2013 12:42,256,500000,215,590,590
8/21/2013 12:42,256,500000,163,2556,2556
8/21/2013 12:42,256,600000,268,1372,1372
8/21/2013 12:42,256,600000,239,585,585
8/21/2013 12:42,256,600000,336,683,683
8/21/2013 12:42,256,600000,378,676,676
8/21/2013 12:43,256,600000,255,538,538
8/21/2013 12:43,256,600000,320,611,611
8/21/2013 12:43,256,600000,294,736,736
8/21/2013 12:43,256,600000,297,660,660
8/21/2013 12:43,256,600000,439,611,611
8/21/2013 12:43,256,600000,221,788,788
8/21/2013 12:43,256,700000,222,807,807
8/21/2013 12:43,256,700000,183,686,686
8/21/2013 12:43,256,700000,409,1148,1148
8/21/2013 12:43,256,700000,362,671,671
8/21/2013 12:43,256,700000,130,646,646
8/21/2013 12:43,256,700000,222,1320,1320
8/21/2013 12:43,256,700000,319,721,721
8/21/2013 12:43,256,700000,358,737,737
8/21/2013 12:43,256,700000,306,723,723
8/21/2013 12:43,256,700000,316,784,784
8/21/2013 12:43,256,800000,317,617,617
8/21/2013 12:43,256,800000,245,559,559
8/21/2013 12:43,256,800000,161,826,826
8/21/2013 12:43,256,800000,340,869,869
8/21/2013 12:43,256,800000,182,806,806
8/21/2013 12:43,256,800000,194,1009,1009
8/21/2013 12:43,256,800000,312,757,757
8/21/2013 12:43,256,800000,225,812,812
8/21/2013 12:43,256,800000,308,974,974
8/21/2013 12:43,256,800000,225,697,697
8/21/2013 12:43,256,900000,471,633,633
8/21/2013 12:43,256,900000,201,860,860
8/21/2013 12:44,256,900000,1602,16,16
8/21/2013 12:44,256,900000,205,971,971
8/21/2013 12:44,256,900000,367,1475,1475
8/21/2013 12:44,256,900000,237,9,9
8/21/2013 12:44,256,900000,721,736,736
8/21/2013 12:44,256,900000,496,1238,1238
8/21/2013 12:44,256,900000,156,777,777
8/21/2013 12:44,256,900000,279,955,955
8/21/2013 12:44,2,1000000,162,188,188
8/21/2013 12:44,2,1000000,174,200,200
8/21/2013 12:44,2,1000000,179,196,196
8/21/2013 12:44,2,1000000,184,203,203
8/21/2013 12:44,2,1000000,184,197,197
8/21/2013 12:44,2,1000000,178,198,198
8/21/2013 12:44,2,1000000,178,199,199
8/21/2013 12:44,2,1000000,178,194,194
8/21/2013 12:44,2,1000000,180,201,201
8/21/2013 12:44,2,1000000,188,207,207
8/21/2013 12:44,2,2000000,300,289,289
8/21/2013 12:44,2,2000000,329,320,320
8/21/2013 12:44,2,2000000,319,314,314
8/21/2013 12:44,2,2000000,281,289,289
8/21/2013 12:44,2,2000000,316,286,286
8/21/2013 12:44,2,2000000,304,293,293
8/21/2013 12:44,2,2000000,323,323,323
8/21/2013 12:44,2,2000000,290,294,294
8/21/2013 12:44,2,2000000,285,291,291
8/21/2013 12:44,2,2000000,296,285,285
8/21/2013 12:44,2,3000000,423,408,408
8/21/2013 12:44,2,3000000,411,417,417
8/21/2013 12:44,2,3000000,457,455,455
8/21/2013 12:44,2,3000000,419,408,408
8/21/2013 12:44,2,3000000,421,420,420
8/21/2013 12:44,2,3000000,406,444,444
8/21/2013 12:44,2,3000000,448,454,454
8/21/2013 12:44,2,3000000,417,418,418
8/21/2013 12:44,2,3000000,437,455,455
8/21/2013 12:44,2,3000000,444,450,450
8/21/2013 12:45,2,4000000,595,503,503
8/21/2013 12:45,2,4000000,540,493,493
8/21/2013 12:45,2,4000000,538,490,490
8/21/2013 12:45,2,4000000,545,493,493
8/21/2013 12:45,2,4000000,566,508,508
8/21/2013 12:45,2,4000000,544,490,490
8/21/2013 12:45,2,4000000,538,508,508
8/21/2013 12:45,2,4000000,551,498,498
8/21/2013 12:45,2,4000000,543,494,494
8/21/2013 12:45,2,4000000,597,491,491
8/21/2013 12:45,2,5000000,687,655,655
8/21/2013 12:45,2,5000000,669,656,656
8/21/2013 12:45,2,5000000,768,662,662
8/21/2013 12:45,2,5000000,673,663,663
8/21/2013 12:45,2,5000000,706,662,662
8/21/2013 12:45,2,5000000,681,667,667
8/21/2013 12:45,2,5000000,693,648,648
8/21/2013 12:45,2,5000000,778,645,645
8/21/2013 12:45,2,5000000,754,686,686
8/21/2013 12:45,2,5000000,692,651,651
8/21/2013 12:45,2,6000000,758,695,695
8/21/2013 12:45,2,6000000,847,694,694
8/21/2013 12:45,2,6000000,810,703,703
8/21/2013 12:45,2,6000000,837,769,769
8/21/2013 12:45,2,6000000,780,696,696
8/21/2013 12:45,2,6000000,860,692,692
8/21/2013 12:45,2,6000000,797,695,695
8/21/2013 12:46,2,6000000,778,699,699
8/21/2013 12:46,2,6000000,760,692,692
8/21/2013 12:46,2,6000000,887,687,687
8/21/2013 12:46,2,7000000,995,759,759
8/21/2013 12:46,2,7000000,934,820,820
8/21/2013 12:46,2,7000000,1053,784,784
8/21/2013 12:46,2,7000000,1024,842,842
8/21/2013 12:46,2,7000000,947,767,767
8/21/2013 12:46,2,7000000,925,755,755
8/21/2013 12:46,2,7000000,947,787,787
8/21/2013 12:46,2,7000000,1026,753,753
8/21/2013 12:46,2,7000000,924,772,772
8/21/2013 12:46,2,7000000,916,760,760
8/21/2013 12:46,2,8000000,1087,868,868
8/21/2013 12:46,2,8000000,1104,1008,1008
8/21/2013 12:46,2,8000000,1043,851,851
8/21/2013 12:46,2,8000000,1168,849,849
8/21/2013 12:46,2,8000000,1066,833,833
8/21/2013 12:46,2,8000000,1181,930,930
8/21/2013 12:46,2,8000000,1065,850,850
8/21/2013 12:47,2,8000000,1071,848,848
8/21/2013 12:47,2,8000000,1246,955,955
8/21/2013 12:47,2,8000000,1058,906,906
8/21/2013 12:47,2,9000000,1249,982,982
8/21/2013 12:47,2,9000000,1149,995,995
8/21/2013 12:47,2,9000000,1250,982,982
8/21/2013 12:47,2,9000000,1131,969,969
8/21/2013 12:47,2,9000000,1130,986,986
8/21/2013 12:47,2,9000000,1150,994,994
8/21/2013 12:47,2,9000000,1143,992,992
8/21/2013 12:47,2,9000000,1251,988,988
8/21/2013 12:47,2,9000000,1168,983,983
8/21/2013 12:47,2,9000000,1307,963,963
8/21/2013 12:47,4,1000000,145,240,240
8/21/2013 12:47,4,1000000,133,233,233
8/21/2013 12:47,4,1000000,148,246,246
8/21/2013 12:47,4,1000000,155,219,219
8/21/2013 12:47,4,1000000,146,222,222
8/21/2013 12:47,4,1000000,147,216,216
8/21/2013 12:47,4,1000000,155,252,252
8/21/2013 12:47,4,1000000,150,243,243
8/21/2013 12:47,4,1000000,142,231,231
8/21/2013 12:47,4,1000000,151,249,249
8/21/2013 12:47,4,2000000,211,356,356
8/21/2013 12:47,4,2000000,225,352,352
8/21/2013 12:47,4,2000000,216,371,371
8/21/2013 12:47,4,2000000,200,356,356
8/21/2013 12:47,4,2000000,209,353,353
8/21/2013 12:48,4,2000000,239,359,359
8/21/2013 12:48,4,2000000,231,352,352
8/21/2013 12:48,4,2000000,230,409,409
8/21/2013 12:48,4,2000000,210,356,356
8/21/2013 12:48,4,2000000,226,379,379
8/21/2013 12:48,4,3000000,302,473,473
8/21/2013 12:48,4,3000000,324,470,470
8/21/2013 12:48,4,3000000,285,565,565
8/21/2013 12:48,4,3000000,259,489,489
8/21/2013 12:48,4,3000000,313,459,459
8/21/2013 12:48,4,3000000,269,550,550
8/21/2013 12:48,4,3000000,303,468,468
8/21/2013 12:48,4,3000000,275,490,490
8/21/2013 12:48,4,3000000,313,464,464
8/21/2013 12:48,4,3000000,315,450,450
8/21/2013 12:48,4,4000000,337,641,641
8/21/2013 12:48,4,4000000,350,655,655
8/21/2013 12:48,4,4000000,361,707,707
8/21/2013 12:48,4,4000000,335,620,620
8/21/2013 12:48,4,4000000,321,642,642
8/21/2013 12:48,4,4000000,376,673,673
8/21/2013 12:48,4,4000000,377,637,637
8/21/2013 12:48,4,4000000,340,620,620
8/21/2013 12:48,4,4000000,351,623,623
8/21/2013 12:48,4,4000000,310,628,628
8/21/2013 12:48,4,5000000,423,772,772
8/21/2013 12:48,4,5000000,437,743,743
8/21/2013 12:48,4,5000000,447,813,813
8/21/2013 12:48,4,5000000,412,745,745
8/21/2013 12:48,4,5000000,439,774,774
8/21/2013 12:49,4,5000000,423,769,769
8/21/2013 12:49,4,5000000,366,818,818
8/21/2013 12:49,4,5000000,445,776,776
8/21/2013 12:49,4,5000000,654,771,771
8/21/2013 12:49,4,5000000,400,740,740
8/21/2013 12:49,4,6000000,566,989,989
8/21/2013 12:49,4,6000000,472,869,869
8/21/2013 12:49,4,6000000,492,974,974
8/21/2013 12:49,4,6000000,499,994,994
8/21/2013 12:49,4,6000000,449,956,956
8/21/2013 12:49,4,6000000,492,965,965
8/21/2013 12:49,4,6000000,496,960,960
8/21/2013 12:49,4,6000000,468,968,968
8/21/2013 12:49,4,6000000,488,983,983
8/21/2013 12:49,4,6000000,455,992,992
8/21/2013 12:49,4,7000000,525,1073,1073
8/21/2013 12:49,4,7000000,621,1031,1031
8/21/2013 12:49,4,7000000,609,1008,1008
8/21/2013 12:49,4,7000000,595,1047,1047
8/21/2013 12:49,4,7000000,579,1063,1063
8/21/2013 12:50,4,7000000,591,996,996
8/21/2013 12:50,4,7000000,603,985,985
8/21/2013 12:50,4,7000000,595,988,988
8/21/2013 12:50,4,7000000,594,987,987
8/21/2013 12:50,4,7000000,605,1053,1053
8/21/2013 12:50,4,8000000,687,1158,1158
8/21/2013 12:50,4,8000000,634,1171,1171
8/21/2013 12:50,4,8000000,641,1180,1180
8/21/2013 12:50,4,8000000,659,1326,1326
8/21/2013 12:50,4,8000000,667,1152,1152
8/21/2013 12:50,4,8000000,1044,1166,1166
8/21/2013 12:50,4,8000000,663,1214,1214
8/21/2013 12:50,4,8000000,624,1155,1155
8/21/2013 12:50,4,8000000,654,1336,1336
8/21/2013 12:50,4,8000000,676,1198,1198
8/21/2013 12:50,4,9000000,700,1387,1387
8/21/2013 12:51,4,9000000,720,1366,1366
8/21/2013 12:51,4,9000000,703,1347,1347
8/21/2013 12:51,4,9000000,715,1367,1367
8/21/2013 12:51,4,9000000,752,1322,1322
8/21/2013 12:51,4,9000000,700,1337,1337
8/21/2013 12:51,4,9000000,671,1341,1341
8/21/2013 12:51,4,9000000,744,1352,1352
8/21/2013 12:51,4,9000000,717,1371,1371
8/21/2013 12:51,4,9000000,703,1374,1374
8/21/2013 12:51,8,1000000,125,332,332
8/21/2013 12:51,8,1000000,104,357,357
8/21/2013 12:51,8,1000000,87,360,360
8/21/2013 12:51,8,1000000,81,322,322
8/21/2013 12:51,8,1000000,91,371,371
8/21/2013 12:51,8,1000000,85,353,353
8/21/2013 12:51,8,1000000,101,7,7
8/21/2013 12:51,8,1000000,98,325,325
8/21/2013 12:51,8,1000000,101,324,324
8/21/2013 12:51,8,1000000,77,319,319
8/21/2013 12:51,8,2000000,154,524,524
8/21/2013 12:51,8,2000000,164,495,495
8/21/2013 12:51,8,2000000,173,523,523
8/21/2013 12:51,8,2000000,189,519,519
8/21/2013 12:51,8,2000000,167,495,495
8/21/2013 12:51,8,2000000,173,512,512
8/21/2013 12:51,8,2000000,192,502,502
8/21/2013 12:51,8,2000000,189,483,483
8/21/2013 12:51,8,2000000,161,513,513
8/21/2013 12:52,8,2000000,162,518,518
8/21/2013 12:52,8,3000000,245,677,677
8/21/2013 12:52,8,3000000,242,613,613
8/21/2013 12:52,8,3000000,235,9,9
8/21/2013 12:52,8,3000000,318,677,677
8/21/2013 12:52,8,3000000,228,669,669
8/21/2013 12:52,8,3000000,247,658,658
8/21/2013 12:52,8,3000000,302,626,626
8/21/2013 12:52,8,3000000,246,9,9
8/21/2013 12:52,8,3000000,217,613,613
8/21/2013 12:52,8,3000000,210,681,681
8/21/2013 12:52,8,4000000,311,904,904
8/21/2013 12:52,8,4000000,319,848,848
8/21/2013 12:52,8,4000000,315,914,914
8/21/2013 12:52,8,4000000,292,901,901
8/21/2013 12:52,8,4000000,282,949,949
8/21/2013 12:52,8,4000000,289,821,821
8/21/2013 12:52,8,4000000,264,826,826
8/21/2013 12:52,8,4000000,280,910,910
8/21/2013 12:52,8,4000000,313,918,918
8/21/2013 12:52,8,4000000,260,917,917
8/21/2013 12:52,8,5000000,348,1041,1041
8/21/2013 12:52,8,5000000,246,1182,1182
8/21/2013 12:52,8,5000000,252,1088,1088
8/21/2013 12:52,8,5000000,320,974,974
8/21/2013 12:52,8,5000000,327,1107,1107
8/21/2013 12:53,8,5000000,331,1040,1040
8/21/2013 12:53,8,5000000,319,1047,1047
8/21/2013 12:53,8,5000000,327,989,989
8/21/2013 12:53,8,5000000,307,1245,1245
8/21/2013 12:53,8,5000000,330,978,978
8/21/2013 12:53,8,6000000,383,1195,1195
8/21/2013 12:53,8,6000000,364,1450,1450
8/21/2013 12:53,8,6000000,502,1210,1210
8/21/2013 12:53,8,6000000,377,1119,1119
8/21/2013 12:53,8,6000000,393,1132,1132
8/21/2013 12:53,8,6000000,385,1117,1117
8/21/2013 12:53,8,6000000,355,1163,1163
8/21/2013 12:53,8,6000000,378,1243,1243
8/21/2013 12:53,8,6000000,392,1166,1166
8/21/2013 12:53,8,6000000,351,1302,1302
8/21/2013 12:53,8,7000000,370,1773,1773
8/21/2013 12:53,8,7000000,390,1385,1385
8/21/2013 12:53,8,7000000,382,1379,1379
8/21/2013 12:54,8,7000000,390,1376,1376
8/21/2013 12:54,8,7000000,385,1380,1380
8/21/2013 12:54,8,7000000,406,1391,1391
8/21/2013 12:54,8,7000000,379,1400,1400
8/21/2013 12:54,8,7000000,392,1398,1398
8/21/2013 12:54,8,7000000,379,1532,1532
8/21/2013 12:54,8,7000000,367,1482,1482
8/21/2013 12:54,8,8000000,500,1435,1435
8/21/2013 12:54,8,8000000,429,1475,1475
8/21/2013 12:54,8,8000000,484,1438,1438
8/21/2013 12:54,8,8000000,477,1487,1487
8/21/2013 12:54,8,8000000,504,1899,1899
8/21/2013 12:54,8,8000000,534,1462,1462
8/21/2013 12:54,8,8000000,469,1532,1532
8/21/2013 12:54,8,8000000,495,1413,1413
8/21/2013 12:54,8,8000000,511,1573,1573
8/21/2013 12:55,8,8000000,494,1416,1416
8/21/2013 12:55,8,9000000,504,1852,1852
8/21/2013 12:55,8,9000000,457,1827,1827
8/21/2013 12:55,8,9000000,460,1688,1688
8/21/2013 12:55,8,9000000,479,1684,1684
8/21/2013 12:55,8,9000000,478,2209,2209
8/21/2013 12:55,8,9000000,431,1700,1700
8/21/2013 12:55,8,9000000,465,1699,1699
8/21/2013 12:55,8,9000000,440,1691,1691
8/21/2013 12:55,8,9000000,493,1714,1714
8/21/2013 12:55,8,9000000,440,1708,1708
8/21/2013 12:55,16,1000000,158,289,289
8/21/2013 12:55,16,1000000,180,317,317
8/21/2013 12:55,16,1000000,148,317,317
8/21/2013 12:55,16,1000000,123,297,297
8/21/2013 12:55,16,1000000,149,9,9
8/21/2013 12:55,16,1000000,163,319,319
8/21/2013 12:55,16,1000000,127,288,288
8/21/2013 12:55,16,1000000,146,423,423
8/21/2013 12:55,16,1000000,200,312,312
8/21/2013 12:55,16,1000000,133,289,289
8/21/2013 12:55,16,2000000,197,532,532
8/21/2013 12:56,16,2000000,144,516,516
8/21/2013 12:56,16,2000000,137,1568,1568
8/21/2013 12:56,16,2000000,184,10,10
8/21/2013 12:56,16,2000000,169,526,526
8/21/2013 12:56,16,2000000,141,457,457
8/21/2013 12:56,16,2000000,136,553,553
8/21/2013 12:56,16,2000000,152,461,461
8/21/2013 12:56,16,2000000,146,477,477
8/21/2013 12:56,16,2000000,148,1185,1185
8/21/2013 12:56,16,3000000,183,690,690
8/21/2013 12:56,16,3000000,205,10,10
8/21/2013 12:56,16,3000000,388,762,762
8/21/2013 12:56,16,3000000,447,902,902
8/21/2013 12:56,16,3000000,188,1072,1072
8/21/2013 12:56,16,3000000,236,754,754
8/21/2013 12:56,16,3000000,233,741,741
8/21/2013 12:56,16,3000000,194,742,742
8/21/2013 12:56,16,3000000,222,687,687
8/21/2013 12:56,16,3000000,411,828,828
8/21/2013 12:56,16,4000000,398,916,916
8/21/2013 12:56,16,4000000,300,887,887
8/21/2013 12:56,16,4000000,248,856,856
8/21/2013 12:56,16,4000000,294,917,917
8/21/2013 12:56,16,4000000,322,875,875
8/21/2013 12:56,16,4000000,347,832,832
8/21/2013 12:56,16,4000000,249,915,915
8/21/2013 12:56,16,4000000,263,984,984
8/21/2013 12:57,16,4000000,269,866,866
8/21/2013 12:57,16,4000000,249,1181,1181
8/21/2013 12:57,16,5000000,336,993,993
8/21/2013 12:57,16,5000000,352,1647,1647
8/21/2013 12:57,16,5000000,314,993,993
8/21/2013 12:57,16,5000000,307,984,984
8/21/2013 12:57,16,5000000,187,1146,1146
8/21/2013 12:57,16,5000000,339,984,984
8/21/2013 12:57,16,5000000,381,1137,1137
8/21/2013 12:57,16,5000000,528,1224,1224
8/21/2013 12:57,16,5000000,265,1154,1154
8/21/2013 12:57,16,5000000,310,1005,1005
8/21/2013 12:57,16,6000000,397,1179,1179
8/21/2013 12:57,16,6000000,353,11,11
8/21/2013 12:57,16,6000000,365,1704,1704
8/21/2013 12:57,16,6000000,429,1711,1711
8/21/2013 12:57,16,6000000,305,2253,2253
8/21/2013 12:57,16,6000000,421,1196,1196
8/21/2013 12:58,16,6000000,608,1358,1358
8/21/2013 12:58,16,6000000,400,1170,1170
8/21/2013 12:58,16,6000000,335,1351,1351
8/21/2013 12:58,16,6000000,358,1276,1276
8/21/2013 12:58,16,7000000,254,1406,1406
8/21/2013 12:58,16,7000000,376,1594,1594
8/21/2013 12:58,16,7000000,455,1454,1454
8/21/2013 12:58,16,7000000,458,1847,1847
8/21/2013 12:58,16,7000000,400,1662,1662
8/21/2013 12:58,16,7000000,420,1484,1484
8/21/2013 12:58,16,7000000,387,1370,1370
8/21/2013 12:58,16,7000000,330,1326,1326
8/21/2013 12:58,16,7000000,410,1348,1348
8/21/2013 12:58,16,7000000,383,1618,1618
8/21/2013 12:58,16,8000000,310,1662,1662
8/21/2013 12:59,16,8000000,386,1608,1608
8/21/2013 12:59,16,8000000,804,1624,1624
8/21/2013 12:59,16,8000000,399,1709,1709
8/21/2013 12:59,16,8000000,479,1567,1567
8/21/2013 12:59,16,8000000,364,1619,1619
8/21/2013 12:59,16,8000000,381,2245,2245
8/21/2013 12:59,16,8000000,752,1698,1698
8/21/2013 12:59,16,8000000,383,4027,4027
8/21/2013 12:59,16,8000000,385,1605,1605
8/21/2013 12:59,16,9000000,330,2196,2196
8/21/2013 1:00,16,9000000,298,12864,12864
8/21/2013 1:00,16,9000000,479,1928,1928
8/21/2013 1:00,16,9000000,310,1747,1747
8/21/2013 1:00,16,9000000,394,3691,3691
8/21/2013 1:00,16,9000000,411,2059,2059
8/21/2013 1:00,16,9000000,895,1844,1844
8/21/2013 1:00,16,9000000,327,2220,2220
8/21/2013 1:00,16,9000000,841,1995,1995
8/21/2013 1:00,16,9000000,386,1862,1862
8/21/2013 1:00,32,1000000,199,491,491
8/21/2013 1:00,32,1000000,139,388,388
8/21/2013 1:00,32,1000000,162,357,357
8/21/2013 1:00,32,1000000,180,392,392
8/21/2013 1:01,32,1000000,296,511,511
8/21/2013 1:01,32,1000000,213,367,367
8/21/2013 1:01,32,1000000,239,402,402
8/21/2013 1:01,32,1000000,195,437,437
8/21/2013 1:01,32,1000000,155,406,406
