08/22/2013 10:40:32,10000,5
08/22/2013 10:40:32,10000,4
08/22/2013 10:40:33,10000,5
08/22/2013 10:40:33,10000,4
08/22/2013 10:40:34,10000,5
08/22/2013 10:40:34,10000,4
08/22/2013 10:40:34,10000,4
08/22/2013 10:40:35,10000,5
08/22/2013 10:40:35,10000,4
08/22/2013 10:40:36,10000,4
08/22/2013 10:40:36,20000,8
08/22/2013 10:40:37,20000,8
08/22/2013 10:40:37,20000,9
08/22/2013 10:40:37,20000,8
08/22/2013 10:40:38,20000,9
08/22/2013 10:40:38,20000,8
08/22/2013 10:40:39,20000,8
08/22/2013 10:40:39,20000,9
08/22/2013 10:40:40,20000,8
08/22/2013 10:40:40,20000,8
08/22/2013 10:40:40,30000,11
08/22/2013 10:40:41,30000,11
08/22/2013 10:40:41,30000,13
08/22/2013 10:40:42,30000,11
08/22/2013 10:40:42,30000,11
08/22/2013 10:40:43,30000,11
08/22/2013 10:40:43,30000,11
08/22/2013 10:40:43,30000,13
08/22/2013 10:40:44,30000,11
08/22/2013 10:40:44,30000,11
08/22/2013 10:40:45,40000,15
08/22/2013 10:40:45,40000,14
08/22/2013 10:40:46,40000,14
08/22/2013 10:40:46,40000,15
08/22/2013 10:40:46,40000,14
08/22/2013 10:40:47,40000,16
08/22/2013 10:40:47,40000,15
08/22/2013 10:40:48,40000,15
08/22/2013 10:40:48,40000,14
08/22/2013 10:40:49,40000,16
08/22/2013 10:40:49,50000,18
08/22/2013 10:40:50,50000,16
08/22/2013 10:40:50,50000,18
08/22/2013 10:40:51,50000,16
08/22/2013 10:40:51,50000,15
08/22/2013 10:40:51,50000,15
08/22/2013 10:40:52,50000,17
08/22/2013 10:40:52,50000,17
08/22/2013 10:40:53,50000,16
08/22/2013 10:40:53,50000,17
08/22/2013 10:40:54,60000,16
08/22/2013 10:40:54,60000,21
08/22/2013 10:40:55,60000,19
08/22/2013 10:40:55,60000,18
08/22/2013 10:40:55,60000,20
08/22/2013 10:40:56,60000,17
08/22/2013 10:40:56,60000,19
08/22/2013 10:40:57,60000,20
08/22/2013 10:40:57,60000,15
08/22/2013 10:40:58,60000,17
08/22/2013 10:40:58,70000,18
08/22/2013 10:40:59,70000,17
08/22/2013 10:40:59,70000,20
08/22/2013 10:41:00,70000,18
08/22/2013 10:41:00,70000,21
08/22/2013 10:41:01,70000,21
08/22/2013 10:41:01,70000,19
08/22/2013 10:41:02,70000,19
08/22/2013 10:41:02,70000,20
08/22/2013 10:41:03,70000,21
08/22/2013 10:41:03,80000,25
08/22/2013 10:41:04,80000,22
08/22/2013 10:41:04,80000,23
08/22/2013 10:41:04,80000,18
08/22/2013 10:41:05,80000,20
08/22/2013 10:41:05,80000,22
